;UF;city;Lat;Long;height;availability;availability time
4534;SP;São Bento do Sapucaí;-22.689;-45.73;145.0;99.999;5.0
4535;SC;São Bento do Sul;-26.25;-49.38;0.0;99.999;5.0
4536;TO;São Bento do Tocantins;-6.02;-47.9;0.0;99.999;5.0
4537;RN;São Bento do Trairi;-6.342;-36.09;17.0;99.999;5.0
4538;PE;São Bento do Una;-8.5;-36.44;0.0;99.999;5.0
4539;SC;São Bernardino;-26.47;-52.96;702.0;99.999;5.0
4540;MA;São Bernardo;-3.361;-42.42;750.0;99.998;11.0
4541;SP;São Bernardo do Campo;-23.694;-46.6;85.0;99.999;5.0
4542;SC;São Bonifácio;-27.901;-48.93;0.0;99.999;5.0
4543;RS;São Borja;-28.661;-56.0;0.0;99.999;5.0
4544;AL;São Brás;-10.128;-36.9;966.0;99.999;5.0
4545;MG;São Brás do Suaçuí;-20.625;-43.95;0.0;99.999;5.0
4546;PI;São Braz do Piauí;-9.222;-43.01;650.0;99.999;5.0
4547;PA;São Caetano de Odivelas;-0.755;-48.02;0.0;99.998;11.0
4548;SP;São Caetano do Sul;-23.623;-46.6;798.0;99.999;5.0
4549;PE;São Caitano;-8.326;-36.14;0.0;99.999;5.0
4550;SC;São Carlos;-27.078;-53.0;361.0;99.999;5.0
4551;SP;São Carlos;-22.018;-47.76;0.0;99.999;5.0
4552;PR;São Carlos do Ivaí;-23.315;-52.48;744.0;99.999;5.0
4553;SE;São Cristóvão;-11.015;-37.26;0.0;99.998;11.0
4554;SC;São Cristovão do Sul;-27.267;-50.44;0.0;99.999;5.0
4555;BA;São Desidério;-12.363;-44.97;726.0;99.999;5.0
4556;BA;São Domingos;-11.466;-39.5;801.0;99.999;5.0
4557;GO;São Domingos;-13.398;-46.32;0.0;99.999;5.0
4558;SC;São Domingos;-26.6;-52.5;177.0;99.999;5.0
4559;SE;São Domingos;-10.759;-37.6;430.0;99.998;11.0
4560;MG;São Domingos das Dores;-19.5;-42.01;26.0;99.999;5.0
4561;PB;São Domingos de Pombal;-6.755;-37.94;0.0;99.999;5.0
4562;PA;São Domingos do Araguaia;-5.5;-48.73;198.0;99.999;5.0
4563;MA;São Domingos do Azeitão;-6.755;-44.64;111.0;99.999;5.0
4564;PA;São Domingos do Capim;-1.674;-47.77;862.0;99.998;11.0
4565;PB;São Domingos do Cariri;-7.636;-36.43;0.0;99.999;5.0
4566;MA;São Domingos do Maranhão;-5.6;-44.39;286.0;99.999;5.0
4567;ES;São Domingos do Norte;-19.144;-40.62;525.0;99.998;11.0
4568;MG;São Domingos do Prata;-19.756;-42.97;695.0;99.999;5.0
4569;RS;São Domingos do Sul;-28.5;-51.76;0.0;99.999;5.0
4570;BA;São Felipe;-12.755;-39.09;0.0;99.998;11.0
4571;RO;São Felipe d'Oeste;-11.903;-61.5;206.0;99.999;5.0
4572;BA;São Félix;-12.605;-38.97;313.0;99.998;11.0
4573;MA;São Félix de Balsas;-7.083;-44.75;634.0;99.999;5.0
4574;MG;São Félix de Minas;-18.6;-41.49;349.0;99.999;5.0
4575;MT;São Félix do Araguaia;-11.617;-50.67;747.0;99.999;5.0
4576;BA;São Félix do Coribe;-13.401;-44.19;123.0;99.999;5.0
4577;PI;São Félix do Piauí;-5.933;-42.11;420.0;99.999;5.0
4578;TO;São Félix do Tocantins;-10.126;-46.66;256.0;99.999;5.0
4579;PA;São Félix do Xingu;-6.645;-52.0;177.0;99.999;5.0
4580;RN;São Fernando;-6.376;-37.18;0.0;99.999;5.0
4581;RJ;São Fidélis;-21.646;-41.75;95.0;99.998;11.0
4582;MG;São Francisco;-15.949;-44.76;387.0;99.999;5.0
4583;PB;São Francisco;-6.619;-38.09;0.0;99.999;5.0
4584;SE;São Francisco;-10.333;-36.76;721.0;99.998;11.0
4585;SP;São Francisco;-20.359;-50.7;31.0;99.999;5.0
4586;RS;São Francisco de Assis;-29.6;-55.13;937.0;99.999;5.0
4587;PI;São Francisco de Assis do Piauí;-8.238;-41.69;0.0;99.999;5.0
4588;GO;São Francisco de Goiás;-15.931;-49.26;498.0;99.999;5.0
4589;RJ;São Francisco de Itabapoana;-21.302;-40.96;277.0;99.998;11.0
4590;MG;São Francisco de Paula;-20.751;-44.99;3.0;99.999;5.0
4591;RS;São Francisco de Paula;-29.448;-50.6;760.0;99.999;5.0
4592;MG;São Francisco de Sales;-19.756;-49.77;0.0;99.999;5.0
4593;MA;São Francisco do Brejão;-5.123;-47.39;209.0;99.999;5.0
4594;BA;São Francisco do Conde;-12.628;-38.68;0.0;99.998;11.0
4595;MG;São Francisco do Glória;-20.759;-42.27;53.0;99.999;5.0
4596;RO;São Francisco do Guaporé;-12.052;-63.6;237.0;99.999;5.0
4597;MA;São Francisco do Maranhão;-6.251;-42.76;6.0;99.999;5.0
4598;RN;São Francisco do Oeste;-5.975;-38.15;465.0;99.999;5.0
4599;PA;São Francisco do Pará;-1.126;-47.8;0.0;99.998;11.0
4600;PI;São Francisco do Piauí;-7.251;-42.5;0.0;99.999;5.0
4601;SC;São Francisco do Sul;-26.243;-48.64;384.0;99.998;11.0
4602;BA;São Gabriel;-11.229;-41.91;0.0;99.999;5.0
4603;RS;São Gabriel;-30.336;-54.32;174.0;99.999;5.0
4604;AM;São Gabriel da Cachoeira;-0.13;-67.09;716.0;99.999;5.0
4605;ES;São Gabriel da Palha;-19.018;-40.5;790.0;99.998;11.0
4606;MS;São Gabriel do Oeste;-19.395;-54.6;0.0;99.999;5.0
4607;MG;São Geraldo;-20.923;-42.75;316.0;99.999;5.0
4608;MG;São Geraldo da Piedade;-18.755;-42.29;187.0;99.999;5.0
4609;PA;São Geraldo do Araguaia;-6.401;-48.6;204.0;99.999;5.0
4610;MG;São Geraldo do Baixio;-18.9;-41.36;399.0;99.999;5.0
4611;RJ;São Gonçalo;-22.755;-43.05;728.0;99.998;11.0
4612;MG;São Gonçalo do Abaeté;-18.338;-45.75;43.0;99.999;5.0
4613;CE;São Gonçalo do Amarante;-3.607;-38.97;0.0;99.998;11.0
4614;RN;São Gonçalo do Amarante;-5.759;-35.33;488.0;99.998;11.0
4615;PI;São Gonçalo do Gurguéia;-10.03;-45.3;737.0;99.999;5.0
4616;MG;São Gonçalo do Pará;-19.983;-44.76;249.0;99.999;5.0
4617;PI;São Gonçalo do Piauí;-5.993;-42.7;636.0;99.999;5.0
4618;MG;São Gonçalo do Rio Abaixo;-19.755;-43.36;857.0;99.999;5.0
4619;MG;São Gonçalo do Rio Preto;-18.004;-43.39;859.0;99.999;5.0
4620;MG;São Gonçalo do Sapucaí;-21.756;-45.6;225.0;99.999;5.0
4621;BA;São Gonçalo dos Campos;-12.433;-38.97;20.0;99.998;11.0
4622;MG;São Gotardo;-19.311;-46.05;994.0;99.999;5.0
4623;RS;São Jerônimo;-29.959;-51.72;853.0;99.999;5.0
4624;PR;São Jerônimo da Serra;-23.753;-50.74;0.0;99.999;5.0
4625;PE;São João;-8.756;-36.37;724.0;99.999;5.0
4626;PR;São João;-25.755;-52.73;3.0;99.999;5.0
4627;MA;São João Batista;-2.955;-44.75;0.0;99.998;11.0
4628;SC;São João Batista;-27.276;-48.75;0.0;99.999;5.0
4629;MG;São João Batista do Glória;-20.641;-46.5;4.0;99.999;5.0
4630;RR;São João da Baliza;0.951;-59.91;754.0;99.999;5.0
4631;RJ;São João da Barra;-21.64;-41.05;496.0;99.998;11.0
4632;SP;São João da Boa Vista;-21.969;-46.8;173.0;99.999;5.0
4633;PI;São João da Canabrava;-6.755;-41.34;831.0;99.999;5.0
4634;PI;São João da Fronteira;-3.956;-41.26;882.0;99.999;5.0
4635;MG;São João da Lagoa;-16.756;-44.35;632.0;99.999;5.0
4636;MG;São João da Mata;-21.93;-45.93;31.0;99.999;5.0
4637;GO;São João da Paraúna;-16.755;-50.41;621.0;99.999;5.0
4638;PA;São João da Ponta;-0.755;-47.92;157.0;99.998;11.0
4639;MG;São João da Ponte;-15.929;-44.01;0.0;99.999;5.0
4640;PI;São João da Serra;-5.5;-41.76;292.0;99.999;5.0
4641;RS;São João da Urtiga;-27.755;-51.75;1047.0;99.999;5.0
4642;PI;São João da Varjota;-6.413;-41.76;413.0;99.999;5.0
4643;GO;São João d'Aliança;-14.751;-47.5;723.0;99.999;5.0
4644;SP;São João das Duas Pontes;-20.389;-50.38;414.0;99.999;5.0
4645;MG;São João das Missões;-14.756;-44.09;51.0;99.999;5.0
4646;SP;São João de Iracema;-20.5;-50.35;17.0;99.999;5.0
4647;RJ;São João de Meriti;-22.755;-43.37;1034.0;99.998;11.0
4648;PA;São João de Pirabas;-0.757;-47.18;104.0;99.998;11.0
4649;MG;São João del Rei;-21.136;-44.26;99.0;99.999;5.0
4650;PA;São João do Araguaia;-5.358;-48.79;389.0;99.999;5.0
4651;PI;São João do Arraial;-3.755;-42.45;0.0;99.998;11.0
4652;PR;São João do Caiuá;-22.756;-52.34;65.0;99.999;5.0
4653;PB;São João do Cariri;-7.391;-36.5;51.0;99.999;5.0
4654;MA;São João do Carú;-3.6;-46.26;436.0;99.999;5.0
4655;SC;São João do Itaperiú;-26.618;-48.77;0.0;99.998;11.0
4656;PR;São João do Ivaí;-23.98;-51.75;842.0;99.999;5.0
4657;CE;São João do Jaguaribe;-5.271;-38.27;238.0;99.999;5.0
4658;MG;São João do Manhuaçu;-20.394;-42.15;0.0;99.999;5.0
4659;MG;São João do Manteninha;-18.752;-41.13;235.0;99.999;5.0
4660;SC;São João do Oeste;-27.098;-53.6;677.0;99.999;5.0
4661;MG;São João do Oriente;-19.339;-42.16;335.0;99.999;5.0
4662;MG;São João do Pacuí;-16.5;-44.5;855.0;99.999;5.0
4663;MA;São João do Paraíso;-6.461;-47.06;335.0;99.999;5.0
4664;MG;São João do Paraíso;-15.314;-42.01;241.0;99.999;5.0
4665;SP;São João do Pau d'Alho;-21.268;-51.67;0.0;99.999;5.0
4666;PI;São João do Piauí;-8.358;-42.25;0.0;99.999;5.0
4667;RS;São João do Polêsine;-29.614;-53.45;0.0;99.999;5.0
4668;PB;São João do Rio do Peixe;-6.753;-38.45;152.0;99.999;5.0
4669;RN;São João do Sabugi;-6.752;-37.25;0.0;99.999;5.0
4670;MA;São João do Soter;-5.114;-43.75;0.0;99.999;5.0
4671;SC;São João do Sul;-29.223;-49.75;792.0;99.999;5.0
4672;PB;São João do Tigre;-8.079;-36.75;351.0;99.999;5.0
4673;PR;São João do Triunfo;-25.683;-50.3;670.0;99.999;5.0
4674;MA;São João dos Patos;-6.495;-43.7;413.0;99.999;5.0
4675;MG;São João Evangelista;-18.5;-42.76;0.0;99.999;5.0
4676;MG;São João Nepomuceno;-21.5;-43.01;636.0;99.999;5.0
4677;SC;São Joaquim;-28.294;-49.93;683.0;99.999;5.0
4678;SP;São Joaquim da Barra;-20.6;-47.76;766.0;99.999;5.0
4679;MG;São Joaquim de Bicas;-20.049;-44.27;0.0;99.999;5.0
4680;PE;São Joaquim do Monte;-8.433;-35.75;0.0;99.999;5.0
4681;RS;São Jorge;-28.5;-51.7;413.0;99.999;5.0
4682;PR;São Jorge do Ivaí;-23.433;-52.29;232.0;99.999;5.0
4683;PR;São Jorge do Patrocínio;-23.756;-53.76;503.0;99.999;5.0
4684;PR;São Jorge d'Oeste;-25.751;-52.92;0.0;99.999;5.0
4685;SC;São José;-27.615;-48.63;766.0;99.998;11.0
4686;MG;São José da Barra;-20.752;-46.31;710.0;99.999;5.0
4687;SP;São José da Bela Vista;-20.6;-47.64;579.0;99.999;5.0
4688;PR;São José da Boa Vista;-23.916;-49.65;0.0;99.999;5.0
4689;PE;São José da Coroa Grande;-8.756;-35.15;0.0;99.997;16.0
4690;PB;São José da Lagoa Tapada;-6.941;-38.13;0.0;99.999;5.0
4691;AL;São José da Laje;-9.01;-36.06;737.0;99.998;11.0
4692;MG;São José da Lapa;-19.751;-43.62;438.0;99.999;5.0
4693;MG;São José da Safira;-18.324;-42.14;0.0;99.999;5.0
4694;AL;São José da Tapera;-9.6;-37.38;782.0;99.999;5.0
4695;MG;São José da Varginha;-19.751;-44.6;184.0;99.999;5.0
4696;BA;São José da Vitória;-15.084;-39.34;0.0;99.998;11.0
4697;RS;São José das Missões;-27.758;-53.12;356.0;99.999;5.0
4698;PR;São José das Palmeiras;-24.755;-54.06;0.0;99.999;5.0
4699;PB;São José de Caiana;-7.249;-38.3;0.0;99.999;5.0
4700;PB;São José de Espinharas;-6.755;-37.33;0.0;99.999;5.0
4701;RN;São José de Mipibu;-6.075;-35.24;0.0;99.998;11.0
4702;PB;São José de Piranhas;-7.121;-38.5;0.0;99.999;5.0
4703;PB;São José de Princesa;-7.754;-38.09;0.0;99.999;5.0
4704;MA;São José de Ribamar;-2.6;-44.05;128.0;99.998;11.0
4705;RJ;São José de Ubá;-21.358;-41.94;847.0;99.999;5.0
4706;MG;São José do Alegre;-22.329;-45.5;1442.0;99.999;5.0
4707;SP;São José do Barreiro;-22.645;-44.6;469.0;99.999;5.0
4708;PE;São José do Belmonte;-7.756;-38.76;0.0;99.999;5.0
4709;PB;São José do Bonfim;-7.125;-37.31;0.0;99.999;5.0
4710;PB;São José do Brejo do Cruz;-6.213;-37.35;398.0;99.999;5.0
4711;ES;São José do Calçado;-21.025;-41.65;0.0;99.998;11.0
4712;RN;São José do Campestre;-6.316;-35.71;695.0;99.999;5.0
4713;SC;São José do Cedro;-26.455;-53.49;0.0;99.999;5.0
4714;SC;São José do Cerrito;-27.663;-50.6;297.0;99.999;5.0
4715;MG;São José do Divino;-18.479;-41.39;32.0;99.999;5.0
4716;PI;São José do Divino;-3.755;-41.75;0.0;99.999;5.0
4717;PE;São José do Egito;-7.479;-37.27;281.0;99.999;5.0
4718;MG;São José do Goiabal;-19.929;-42.71;0.0;99.999;5.0
4719;RS;São José do Herval;-29.044;-52.3;0.0;99.999;5.0
4720;RS;São José do Hortêncio;-29.5;-51.25;0.0;99.999;5.0
4721;RS;São José do Inhacorá;-27.752;-54.13;370.0;99.999;5.0
4722;BA;São José do Jacuípe;-11.5;-40.02;620.0;99.999;5.0
4723;MG;São José do Jacuri;-18.275;-42.67;502.0;99.999;5.0
4724;MG;São José do Mantimento;-20.005;-41.74;0.0;99.999;5.0
4725;RS;São José do Norte;-32.015;-52.04;0.0;99.999;5.0
4726;RS;São José do Ouro;-27.757;-51.6;221.0;99.999;5.0
4727;PI;São José do Peixe;-7.494;-42.6;563.0;99.999;5.0
4728;PI;São José do Piauí;-6.756;-41.48;274.0;99.999;5.0
4729;MT;São José do Povo;-16.465;-54.25;0.0;99.999;5.0
4730;MT;São José do Rio Claro;-13.447;-56.72;758.0;99.999;5.0
4731;SP;São José do Rio Pardo;-21.6;-46.76;513.0;99.999;5.0
4732;SP;São José do Rio Preto;-20.755;-49.38;0.0;99.999;5.0
4733;PB;São José do Sabugi;-6.758;-36.8;0.0;99.999;5.0
4734;RN;São José do Seridó;-6.449;-36.76;685.0;99.999;5.0
4735;RJ;São José do Vale do Rio Preto;-22.151;-42.92;322.0;99.999;5.0
4736;MT;São José do Xingu;-10.755;-52.74;0.0;99.999;5.0
4737;RS;São José dos Ausentes;-28.755;-50.07;99.0;99.999;5.0
4738;MA;São José dos Basílios;-5.051;-44.6;599.0;99.999;5.0
4739;SP;São José dos Campos;-23.179;-45.76;0.0;99.999;5.0
4740;PB;São José dos Cordeiros;-7.391;-36.75;933.0;99.999;5.0
4741;PR;São José dos Pinhais;-25.5;-49.26;0.0;99.999;5.0
4742;MT;São José dos Quatro Marcos;-15.621;-58.18;0.0;99.999;5.0
4743;PB;São José dos Ramos;-7.251;-35.38;0.0;99.998;11.0
4744;PI;São Julião;-7.085;-40.75;377.0;99.999;5.0
4745;RS;São Leopoldo;-29.756;-51.15;0.0;99.999;5.0
4746;MG;São Lourenço;-22.116;-45.05;0.0;99.999;5.0
4747;PE;São Lourenço da Mata;-8.002;-35.02;744.0;99.997;16.0
4748;SP;São Lourenço da Serra;-23.756;-46.94;342.0;99.999;5.0
4749;PI;São Lourenço do Piauí;-9.126;-42.5;0.0;99.999;5.0
4750;RS;São Lourenço do Sul;-31.365;-51.98;0.0;99.999;5.0
4751;SC;São Lourenço d'Oeste;-26.359;-52.76;884.0;99.999;5.0
4752;SC;São Ludgero;-28.326;-49.18;0.0;99.999;5.0
4753;MA;São Luís;-2.5;-44.3;484.0;99.998;11.0
4754;GO;São Luís de Montes Belos;-16.5;-50.37;56.0;99.999;5.0
4755;CE;São Luís do Curu;-3.67;-39.24;872.0;99.999;5.0
4756;SP;São Luís do Paraitinga;-23.222;-45.31;394.0;99.999;5.0
4757;PI;São Luis do Piauí;-6.755;-41.32;0.0;99.999;5.0
4758;AL;São Luís do Quitunde;-9.318;-35.6;54.0;99.998;11.0
4759;MA;São Luís Gonzaga do Maranhão;-4.392;-44.65;35.0;99.999;5.0
4760;RR;São Luiz;1.008;-60.02;547.0;99.999;5.0
4761;GO;São Luiz do Norte;-14.756;-49.33;0.0;99.999;5.0
4762;RS;São Luiz Gonzaga;-28.408;-54.96;0.0;99.999;5.0
4763;PB;São Mamede;-6.927;-37.1;0.0;99.999;5.0
4764;PR;São Manoel do Paraná;-23.403;-52.64;365.0;99.999;5.0
4765;SP;São Manuel;-22.753;-48.6;715.0;99.999;5.0
4766;RS;São Marcos;-28.971;-51.07;0.0;99.999;5.0
4767;RS;São Martinho;-27.751;-53.97;0.0;99.999;5.0
4768;SC;São Martinho;-28.125;-48.98;0.0;99.999;5.0
4769;RS;São Martinho da Serra;-29.5;-53.76;0.0;99.999;5.0
4770;ES;São Mateus;-18.752;-39.76;24.0;99.998;11.0
4771;MA;São Mateus do Maranhão;-4.042;-44.48;785.0;99.999;5.0
4772;PR;São Mateus do Sul;-25.756;-50.38;71.0;99.999;5.0
4773;RN;São Miguel;-6.212;-38.5;667.0;99.999;5.0
4774;SP;São Miguel Arcanjo;-23.756;-48.0;197.0;99.999;5.0
4775;PI;São Miguel da Baixa Grande;-5.756;-42.19;0.0;99.999;5.0
4776;SC;São Miguel da Boa Vista;-26.69;-53.25;320.0;99.999;5.0
4777;BA;São Miguel das Matas;-13.048;-39.46;0.0;99.999;5.0
4778;RS;São Miguel das Missões;-28.6;-54.6;0.0;99.999;5.0
4779;PB;São Miguel de Taipu;-7.25;-35.26;0.0;99.998;11.0
