;UF;city;Lat;Long;height;availability;availability time
1479;SE;Cumbe;-10.355;-37.18;0.0;99.998;11.0
1480;SP;Cunha;-23.074;-44.96;0.0;99.999;5.0
1481;SC;Cunha Porã;-26.756;-53.13;880.0;99.999;5.0
1482;SC;Cunhataí;-26.969;-53.09;0.0;99.999;5.0
1483;MG;Cuparaque;-18.969;-41.1;183.0;99.999;5.0
1484;PE;Cupira;-8.617;-35.95;0.0;99.999;5.0
1485;BA;Curaçá;-8.99;-39.91;462.0;99.999;5.0
1486;PI;Curimatá;-10.036;-44.31;460.0;99.999;5.0
1487;PA;Curionópolis;-6.102;-49.6;236.0;99.999;5.0
1488;PR;Curitiba;-25.428;-49.27;0.0;99.999;5.0
1489;SC;Curitibanos;-27.283;-50.6;929.0;99.999;5.0
1490;PR;Curiúva;-24.033;-50.46;752.0;99.999;5.0
1491;PI;Currais;-9.007;-44.41;0.0;99.999;5.0
1492;RN;Currais Novos;-6.261;-36.5;603.0;99.999;5.0
1493;PB;Curral de Cima;-6.752;-35.27;0.0;99.998;11.0
1494;MG;Curral de Dentro;-15.938;-41.75;925.0;99.999;5.0
1495;PI;Curral Novo do Piauí;-7.755;-40.9;414.0;99.999;5.0
1496;PB;Curral Velho;-7.6;-38.2;0.0;99.999;5.0
1497;PA;Curralinho;-1.755;-49.8;7.0;99.999;5.0
1498;PI;Curralinhos;-5.6;-42.78;156.0;99.999;5.0
1499;PA;Curuá;-1.756;-55.12;0.0;99.999;5.0
1500;PA;Curuçá;-0.753;-47.75;29.0;99.998;11.0
1501;MA;Cururupu;-1.755;-44.76;11.0;99.998;11.0
1502;MG;Curvelo;-18.756;-44.43;648.0;99.999;5.0
1503;PE;Custódia;-8.088;-37.64;0.0;99.999;5.0
1504;AP;Cutias;0.986;-50.75;4.0;99.999;5.0
1505;GO;Damianópolis;-14.6;-46.18;734.0;99.999;5.0
1506;PB;Damião;-6.603;-35.94;0.0;99.999;5.0
1507;GO;Damolândia;-16.253;-49.37;900.0;99.999;5.0
1508;TO;Darcinópolis;-6.751;-47.76;361.0;99.999;5.0
1509;BA;Dário Meira;-14.436;-39.91;357.0;99.999;5.0
1510;MG;Datas;-18.446;-43.66;1281.0;99.999;5.0
1511;RS;David Canabarro;-28.388;-51.75;0.0;99.999;5.0
1512;GO;Davinópolis;-18.153;-47.6;852.0;99.999;5.0
1513;MA;Davinópolis;-5.6;-47.43;211.0;99.999;5.0
1514;MG;Delfim Moreira;-22.5;-45.28;1197.0;99.999;5.0
1515;MG;Delfinópolis;-20.344;-46.76;890.0;99.999;5.0
1516;AL;Delmiro Gouveia;-9.389;-38.0;0.0;99.999;5.0
1517;MG;Delta;-19.977;-47.77;621.0;99.999;5.0
1518;PI;Demerval Lobão;-5.358;-42.68;113.0;99.999;5.0
1519;MT;Denise;-14.754;-57.05;0.0;99.999;5.0
1520;MS;Deodápolis;-22.276;-54.13;319.0;99.999;5.0
1521;CE;Deputado Irapuan Pinheiro;-5.917;-39.27;260.0;99.999;5.0
1522;RS;Derrubadas;-27.265;-53.76;0.0;99.999;5.0
1523;SP;Descalvado;-21.904;-47.62;714.0;99.999;5.0
1524;SC;Descanso;-26.755;-53.5;0.0;99.999;5.0
1525;MG;Descoberto;-21.46;-42.97;347.0;99.999;5.0
1526;PB;Desterro;-7.291;-37.09;1129.0;99.999;5.0
1527;MG;Desterro de Entre Rios;-20.66;-44.33;765.0;99.999;5.0
1528;MG;Desterro do Melo;-21.147;-43.5;0.0;99.999;5.0
1529;RS;Dezesseis de Novembro;-28.225;-55.05;0.0;99.999;5.0
1530;SP;Diadema;-23.686;-46.62;786.0;99.999;5.0
1531;PB;Diamante;-7.428;-38.26;354.0;99.999;5.0
1532;PR;Diamante do Norte;-22.656;-52.76;592.0;99.999;5.0
1533;PR;Diamante do Sul;-25.043;-52.68;400.0;99.999;5.0
1534;PR;Diamante d'Oeste;-24.943;-54.1;0.0;99.999;5.0
1535;MG;Diamantina;-18.249;-43.6;986.0;99.999;5.0
1536;MT;Diamantino;-14.409;-56.45;0.0;99.999;5.0
1537;TO;Dianópolis;-11.628;-46.75;792.0;99.999;5.0
1538;BA;Dias d'Ávila;-12.613;-38.3;0.0;99.998;11.0
1539;RS;Dilermano de Aguiar;-29.751;-54.26;0.0;99.999;5.0
1540;MG;Diogo de Vasconcelos;-20.488;-43.2;684.0;99.999;5.0
1541;MG;Dionísio;-19.755;-42.78;747.0;99.999;5.0
1542;SC;Dionísio Cerqueira;-26.255;-53.64;347.0;99.999;5.0
1543;GO;Diorama;-16.234;-51.26;441.0;99.999;5.0
1544;SP;Dirce Reis;-20.466;-50.61;433.0;99.999;5.0
1545;PI;Dirceu Arcoverde;-9.338;-42.43;417.0;99.999;5.0
1546;SE;Divina Pastora;-10.689;-37.15;0.0;99.998;11.0
1547;MG;Divinésia;-20.99;-43.0;764.0;99.999;5.0
1548;MG;Divino;-20.614;-42.15;422.0;99.999;5.0
1549;MG;Divino das Laranjeiras;-18.758;-41.48;832.0;99.999;5.0
1550;ES;Divino de São Lourenço;-20.62;-41.69;916.0;99.999;5.0
1551;SP;Divinolândia;-21.661;-46.74;1149.0;99.999;5.0
1552;MG;Divinolândia de Minas;-18.755;-42.61;823.0;99.999;5.0
1553;MG;Divinópolis;-20.139;-44.76;573.0;99.999;5.0
1554;GO;Divinópolis de Goiás;-13.295;-46.39;222.0;99.999;5.0
1555;TO;Divinópolis do Tocantins;-9.76;-49.21;753.0;99.999;5.0
1556;MG;Divisa Alegre;-15.753;-41.35;900.0;99.999;5.0
1557;MG;Divisa Nova;-21.5;-46.2;839.0;99.999;5.0
1558;MG;Divisópolis;-15.753;-41.0;781.0;99.999;5.0
1559;SP;Dobrada;-21.5;-48.39;637.0;99.999;5.0
1560;SP;Dois Córregos;-22.366;-48.38;746.0;99.999;5.0
1561;RS;Dois Irmãos;-29.6;-51.09;0.0;99.999;5.0
1562;RS;Dois Irmãos das Missões;-27.659;-53.5;0.0;99.999;5.0
1563;MS;Dois Irmãos do Buriti;-20.68;-55.3;242.0;99.999;5.0
1564;TO;Dois Irmãos do Tocantins;-9.258;-49.06;0.0;99.999;5.0
1565;RS;Dois Lajeados;-28.984;-51.75;0.0;99.999;5.0
1566;AL;Dois Riachos;-9.393;-37.1;0.0;99.999;5.0
1567;PR;Dois Vizinhos;-25.753;-53.06;499.0;99.999;5.0
1568;SP;Dolcinópolis;-20.123;-50.5;440.0;99.999;5.0
1569;MT;Dom Aquino;-15.755;-54.92;0.0;99.999;5.0
1570;BA;Dom Basílio;-13.756;-41.77;444.0;99.999;5.0
1571;MG;Dom Bosco;-16.652;-46.27;584.0;99.999;5.0
1572;MG;Dom Cavati;-19.374;-42.11;461.0;99.999;5.0
1573;PA;Dom Eliseu;-4.285;-47.5;136.0;99.999;5.0
1574;PI;Dom Expedito Lopes;-6.959;-41.64;385.0;99.999;5.0
1575;RS;Dom Feliciano;-30.75;-52.11;0.0;99.999;5.0
1576;PI;Dom Inocêncio;-9.002;-41.97;395.0;99.999;5.0
1577;MG;Dom Joaquim;-18.967;-43.26;585.0;99.999;5.0
1578;BA;Dom Macedo Costa;-12.905;-39.19;151.0;99.998;11.0
1579;RS;Dom Pedrito;-30.983;-54.67;0.0;99.999;5.0
1580;MA;Dom Pedro;-5.033;-44.44;0.0;99.999;5.0
1581;RS;Dom Pedro de Alcântara;-29.369;-49.75;173.0;99.999;5.0
1582;MG;Dom Silvério;-20.125;-42.97;752.0;99.999;5.0
1583;MG;Dom Viçoso;-22.254;-45.13;898.0;99.999;5.0
1584;ES;Domingos Martins;-20.363;-40.66;784.0;99.998;11.0
1585;PI;Domingos Mourão;-4.254;-41.27;126.0;99.999;5.0
1586;SC;Dona Emma;-26.985;-49.73;0.0;99.999;5.0
1587;MG;Dona Euzébia;-21.316;-42.75;0.0;99.999;5.0
1588;RS;Dona Francisca;-29.622;-53.36;0.0;99.999;5.0
1589;PB;Dona Inês;-6.603;-35.29;0.0;99.998;11.0
1590;MG;Dores de Campos;-21.109;-44.02;1028.0;99.999;5.0
1591;MG;Dores de Guanhães;-19.058;-42.93;503.0;99.999;5.0
1592;MG;Dores do Indaiá;-19.463;-45.6;667.0;99.999;5.0
1593;ES;Dores do Rio Preto;-20.689;-41.75;792.0;99.999;5.0
1594;MG;Dores do Turvo;-20.976;-43.19;777.0;99.999;5.0
1595;MG;Doresópolis;-20.287;-45.9;712.0;99.999;5.0
1596;PE;Dormentes;-8.447;-40.77;495.0;99.999;5.0
1597;MS;Douradina;-22.04;-54.61;0.0;99.999;5.0
1598;PR;Douradina;-23.381;-53.29;371.0;99.999;5.0
1599;SP;Dourado;-22.1;-48.32;693.0;99.999;5.0
1600;MG;Douradoquara;-18.431;-47.61;0.0;99.999;5.0
1601;MS;Dourados;-22.221;-54.75;700.0;99.999;5.0
1602;PR;Doutor Camargo;-23.6;-52.22;359.0;99.999;5.0
1603;RS;Doutor Maurício Cardoso;-27.5;-54.36;0.0;99.999;5.0
1604;SC;Doutor Pedrinho;-26.751;-49.48;0.0;99.999;5.0
1605;RS;Doutor Ricardo;-29.086;-51.99;0.0;99.999;5.0
1606;RN;Doutor Severiano;-6.094;-38.37;0.0;99.999;5.0
1607;PR;Doutor Ulysses;-24.6;-49.42;721.0;99.999;5.0
1608;GO;Doverlândia;-16.752;-52.32;615.0;99.999;5.0
1609;SP;Dracena;-21.483;-51.5;342.0;99.999;5.0
1610;SP;Duartina;-22.414;-49.4;529.0;99.999;5.0
1611;RJ;Duas Barras;-22.051;-42.5;636.0;99.998;11.0
1612;PB;Duas Estradas;-6.685;-35.42;0.0;99.998;11.0
1613;TO;Dueré;-11.344;-49.27;235.0;99.999;5.0
1614;SP;Dumont;-21.236;-47.97;563.0;99.999;5.0
1615;MA;Duque Bacelar;-4.156;-42.94;118.0;99.998;11.0
1616;RJ;Duque de Caxias;-22.759;-43.31;14.0;99.998;11.0
1617;MG;Durandé;-20.253;-41.8;657.0;99.999;5.0
1618;SP;Echaporã;-22.429;-50.25;575.0;99.999;5.0
1619;ES;Ecoporanga;-18.373;-40.75;276.0;99.998;11.0
1620;GO;Edealina;-17.424;-49.66;595.0;99.999;5.0
1621;GO;Edéia;-17.338;-49.93;496.0;99.999;5.0
1622;AM;Eirunepé;-6.66;-69.76;0.0;99.999;5.0
1623;MS;Eldorado;-23.759;-54.28;0.0;99.999;5.0
1624;SP;Eldorado;-24.5;-48.11;0.0;99.999;5.0
1625;RS;Eldorado do Sul;-30.084;-51.62;281.0;99.999;5.0
1626;PA;Eldorado dos Carajás;-6.104;-49.36;71.0;99.999;5.0
1627;PI;Elesbão Veloso;-6.252;-42.14;221.0;99.999;5.0
1628;SP;Elias Fausto;-23.043;-47.37;587.0;99.999;5.0
1629;PI;Eliseu Martins;-8.097;-43.66;299.0;99.999;5.0
1630;SP;Elisiário;-21.126;-49.11;497.0;99.999;5.0
1631;BA;Elísio Medrado;-12.946;-39.5;377.0;99.999;5.0
1632;MG;Elói Mendes;-21.61;-45.6;836.0;99.999;5.0
1633;PB;Emas;-7.108;-37.72;0.0;99.999;5.0
1634;SP;Embaúba;-20.983;-48.75;551.0;99.999;5.0
1635;SP;Embu;-23.649;-46.76;778.0;99.999;5.0
1636;SP;Embu-Guaçu;-23.755;-46.75;0.0;99.999;5.0
1637;SP;Emilianópolis;-21.755;-51.48;366.0;99.999;5.0
1638;RS;Encantado;-29.236;-51.76;0.0;99.999;5.0
1639;RN;Encanto;-6.111;-38.31;0.0;99.999;5.0
1640;BA;Encruzilhada;-15.5;-40.91;0.0;99.999;5.0
1641;RS;Encruzilhada do Sul;-30.5;-52.5;848.0;99.999;5.0
1642;PR;Enéas Marques;-25.942;-53.13;631.0;99.999;5.0
1643;PR;Engenheiro Beltrão;-23.76;-52.27;356.0;99.999;5.0
1644;MG;Engenheiro Caldas;-19.219;-42.05;268.0;99.999;5.0
1645;SP;Engenheiro Coelho;-22.488;-47.22;634.0;99.999;5.0
1646;MG;Engenheiro Navarro;-17.28;-43.95;664.0;99.999;5.0
1647;RJ;Engenheiro Paulo de Frontin;-22.5;-43.68;566.0;99.999;5.0
1648;RS;Engenho Velho;-27.751;-52.91;0.0;99.999;5.0
1649;MG;Entre Folhas;-19.625;-42.23;671.0;99.999;5.0
1650;BA;Entre Rios;-11.942;-38.08;884.0;99.998;11.0
1651;SC;Entre Rios;-26.752;-52.6;241.0;99.999;5.0
1652;MG;Entre Rios de Minas;-20.671;-44.07;0.0;99.999;5.0
1653;PR;Entre Rios do Oeste;-24.75;-54.23;0.0;99.999;5.0
1654;RS;Entre Rios do Sul;-27.5;-52.73;0.0;99.999;5.0
1655;RS;Entre-Ijuís;-28.359;-54.27;0.0;99.999;5.0
1656;AM;Envira;-7.433;-70.02;0.0;99.999;5.0
1657;AC;Epitaciolândia;-11.029;-68.74;0.0;99.999;5.0
1658;RN;Equador;-6.945;-36.72;0.0;99.999;5.0
1659;RS;Erebango;-27.756;-52.3;0.0;99.999;5.0
1660;RS;Erechim;-27.634;-52.27;0.0;99.999;5.0
1661;CE;Ererê;-6.032;-38.35;0.0;99.999;5.0
1662;BA;Érico Cardoso;-13.418;-42.14;1204.0;99.999;5.0
1663;SC;Ermo;-28.983;-49.64;0.0;99.999;5.0
1664;RS;Ernestina;-28.499;-52.6;0.0;99.999;5.0
1665;RS;Erval Grande;-27.391;-52.6;0.0;99.999;5.0
1666;RS;Erval Seco;-27.5;-53.5;0.0;99.999;5.0
1667;SC;Erval Velho;-27.276;-51.44;0.0;99.999;5.0
1668;MG;Ervália;-20.755;-42.66;811.0;99.999;5.0
1669;PE;Escada;-8.359;-35.22;0.0;99.998;11.0
1670;RS;Esmeralda;-28.054;-51.19;0.0;99.999;5.0
1671;MG;Esmeraldas;-19.756;-44.31;759.0;99.999;5.0
1672;MG;Espera Feliz;-20.65;-41.91;927.0;99.999;5.0
1673;PB;Esperança;-7.033;-35.76;0.0;99.999;5.0
1674;RS;Esperança do Sul;-27.355;-53.99;385.0;99.999;5.0
1675;PR;Esperança Nova;-23.752;-53.75;0.0;99.999;5.0
1676;PI;Esperantina;-3.902;-42.23;111.0;99.998;11.0
1677;TO;Esperantina;-5.343;-48.5;102.0;99.999;5.0
1678;MA;Esperantinópolis;-4.756;-44.71;101.0;99.999;5.0
1679;PR;Espigão Alto do Iguaçu;-25.424;-52.75;621.0;99.999;5.0
1680;RO;Espigão d'Oeste;-11.5;-61.01;0.0;99.999;5.0
1681;MG;Espinosa;-14.926;-42.75;970.0;99.999;5.0
1682;RN;Espírito Santo;-6.332;-35.31;1289.0;99.998;11.0
1683;MG;Espírito Santo do Dourado;-22.046;-45.95;871.0;99.999;5.0
1684;SP;Espírito Santo do Pinhal;-22.116;-46.68;481.0;99.999;5.0
1685;SP;Espírito Santo do Turvo;-22.692;-49.43;0.0;99.999;5.0
1686;BA;Esplanada;-11.76;-37.95;0.0;99.998;11.0
1687;RS;Espumoso;-28.752;-52.75;0.0;99.999;5.0
1688;RS;Estação;-27.911;-52.26;0.0;99.999;5.0
1689;SE;Estância;-11.268;-37.44;0.0;99.998;11.0
1690;RS;Estância Velha;-29.648;-51.17;0.0;99.999;5.0
1691;RS;Esteio;-29.756;-51.18;0.0;99.999;5.0
1692;MG;Estiva;-22.463;-46.02;611.0;99.999;5.0
1693;SP;Estiva Gerbi;-22.271;-46.94;855.0;99.999;5.0
1694;MA;Estreito;-6.6;-47.45;252.0;99.999;5.0
1695;RS;Estrela;-29.5;-51.97;363.0;99.999;5.0
1696;MG;Estrela Dalva;-21.754;-42.46;0.0;99.999;5.0
1697;AL;Estrela de Alagoas;-9.39;-36.76;686.0;99.999;5.0
1698;MG;Estrela do Indaiá;-19.5;-45.79;430.0;99.999;5.0
1699;GO;Estrela do Norte;-13.756;-49.07;381.0;99.999;5.0
1700;SP;Estrela do Norte;-22.488;-51.66;784.0;99.999;5.0
1701;MG;Estrela do Sul;-18.755;-47.69;477.0;99.999;5.0
1702;SP;Estrela d'Oeste;-20.288;-50.4;0.0;99.999;5.0
1703;RS;Estrela Velha;-29.177;-53.16;0.0;99.999;5.0
1704;BA;Euclides da Cunha;-10.5;-39.02;361.0;99.999;5.0
1705;SP;Euclides da Cunha Paulista;-22.6;-52.6;380.0;99.999;5.0
1706;RS;Eugênio de Castro;-28.5;-54.15;0.0;99.999;5.0
1707;MG;Eugenópolis;-21.099;-42.19;336.0;99.999;5.0
1708;BA;Eunápolis;-16.378;-39.6;189.0;99.998;11.0
1709;CE;Eusébio;-3.756;-38.45;0.0;99.998;11.0
1710;MG;Ewbank da Câmara;-21.6;-43.5;760.0;99.999;5.0
1711;MG;Extrema;-22.756;-46.32;895.0;99.999;5.0
1712;RN;Extremoz;-5.751;-35.31;0.0;99.998;11.0
1713;PE;Exu;-7.5;-39.72;554.0;99.999;5.0
1714;PB;Fagundes;-7.355;-35.78;0.0;99.999;5.0
1715;RS;Fagundes Varela;-28.756;-51.7;0.0;99.999;5.0
1716;GO;Faina;-15.446;-50.36;356.0;99.999;5.0
1717;MG;Fama;-21.406;-45.75;811.0;99.999;5.0
1718;MG;Faria Lemos;-20.755;-42.03;404.0;99.999;5.0
1719;CE;Farias Brito;-6.931;-39.6;343.0;99.999;5.0
1720;PA;Faro;-2.171;-56.75;589.0;99.999;5.0
1721;PR;Farol;-24.1;-52.62;0.0;99.999;5.0
1722;RS;Farroupilha;-29.225;-51.35;0.0;99.999;5.0
1723;SP;Fartura;-23.388;-49.5;405.0;99.999;5.0
1724;PI;Fartura do Piauí;-9.014;-42.69;500.0;99.999;5.0
1725;BA;Fátima;-10.6;-38.22;318.0;99.999;5.0
1726;TO;Fátima;-10.756;-48.91;0.0;99.999;5.0
1727;MS;Fátima do Sul;-22.374;-54.5;304.0;99.999;5.0
1728;PR;Faxinal;-24.0;-51.32;0.0;99.999;5.0
1729;RS;Faxinal do Soturno;-29.6;-53.44;0.0;99.999;5.0
1730;SC;Faxinal dos Guedes;-26.756;-52.26;837.0;99.999;5.0
1731;RS;Faxinalzinho;-27.424;-52.67;0.0;99.999;5.0
1732;GO;Fazenda Nova;-16.183;-50.78;425.0;99.999;5.0
1733;PR;Fazenda Rio Grande;-25.658;-49.31;924.0;99.999;5.0
1734;RS;Fazenda Vilanova;-29.6;-51.75;0.0;99.999;5.0
1735;AC;Feijó;-8.125;-70.35;0.0;99.999;5.0
1736;BA;Feira da Mata;-14.213;-44.28;490.0;99.999;5.0
1737;BA;Feira de Santana;-12.267;-38.97;224.0;99.999;5.0
1738;AL;Feira Grande;-9.9;-36.68;0.0;99.999;5.0
1739;PE;Feira Nova;-7.951;-35.39;367.0;99.998;11.0
1740;SE;Feira Nova;-10.264;-37.31;0.0;99.999;5.0
1741;MA;Feira Nova do Maranhão;-6.96;-46.69;0.0;99.999;5.0
1742;MG;Felício dos Santos;-18.077;-43.25;808.0;99.999;5.0
1743;RN;Felipe Guerra;-5.603;-37.69;0.0;99.999;5.0
1744;MG;Felisburgo;-16.639;-40.76;842.0;99.999;5.0
1745;MG;Felixlândia;-18.756;-44.76;623.0;99.999;5.0
1746;RS;Feliz;-29.451;-51.31;0.0;99.999;5.0
1747;AL;Feliz Deserto;-10.292;-36.31;353.0;99.998;11.0
1748;MT;Feliz Natal;-12.386;-54.92;0.0;99.999;5.0
1749;PR;Fênix;-23.916;-51.98;339.0;99.999;5.0
1750;PR;Fernandes Pinheiro;-25.413;-50.5;861.0;99.999;5.0
1751;MG;Fernandes Tourinho;-19.154;-42.08;226.0;99.999;5.0
1752;PE;Fernando de Noronha (Distrito Estadual);-3.755;-32.41;0.0;99.996;21.0
1753;MA;Fernando Falcão;-6.152;-44.76;295.0;99.999;5.0
1754;RN;Fernando Pedroza;-5.697;-36.5;0.0;99.999;5.0
1755;SP;Fernando Prestes;-21.264;-48.69;606.0;99.999;5.0
1756;SP;Fernandópolis;-20.284;-50.25;464.0;99.999;5.0
1757;SP;Fernão;-22.359;-49.5;563.0;99.999;5.0
1758;SP;Ferraz de Vasconcelos;-23.5;-46.37;809.0;99.999;5.0
1759;AP;Ferreira Gomes;0.756;-51.18;119.0;99.999;5.0
1760;PE;Ferreiros;-7.448;-35.24;0.0;99.998;11.0
1761;MG;Ferros;-19.232;-43.02;424.0;99.999;5.0
1762;MG;Fervedouro;-20.753;-42.28;825.0;99.999;5.0
1763;PR;Figueira;-23.755;-50.4;625.0;99.999;5.0
1764;TO;Figueirópolis;-12.131;-49.17;0.0;99.999;5.0
1765;MT;Figueirópolis d'Oeste;-15.445;-58.74;280.0;99.999;5.0
1766;BA;Filadélfia;-10.754;-40.13;420.0;99.999;5.0
1767;TO;Filadélfia;-7.336;-47.49;242.0;99.999;5.0
1768;BA;Firmino Alves;-14.985;-39.92;351.0;99.999;5.0
1769;GO;Firminópolis;-16.6;-50.31;637.0;99.999;5.0
1770;AL;Flexeiras;-9.198;-35.78;0.0;99.998;11.0
1771;PR;Flor da Serra do Sul;-26.26;-53.3;888.0;99.999;5.0
1772;SC;Flor do Sertão;-26.758;-53.35;0.0;99.999;5.0
1773;SP;Flora Rica;-21.676;-51.38;346.0;99.999;5.0
1774;PR;Floraí;-23.317;-52.3;401.0;99.999;5.0
1775;RN;Florânia;-6.127;-36.75;0.0;99.999;5.0
1776;SP;Floreal;-20.677;-50.15;480.0;99.999;5.0
1777;PE;Flores;-7.756;-37.97;0.0;99.999;5.0
1778;RS;Flores da Cunha;-29.029;-51.18;472.0;99.999;5.0
1779;GO;Flores de Goiás;-14.449;-47.05;265.0;99.999;5.0
1780;PI;Flores do Piauí;-7.759;-42.93;0.0;99.999;5.0
1781;PE;Floresta;-8.601;-38.6;211.0;99.999;5.0
1782;PR;Floresta;-23.6;-52.08;208.0;99.999;5.0
1783;BA;Floresta Azul;-14.756;-39.66;217.0;99.999;5.0
1784;PA;Floresta do Araguaia;-7.6;-49.71;789.0;99.999;5.0
1785;PI;Floresta do Piauí;-7.469;-41.79;0.0;99.999;5.0
1786;MG;Florestal;-19.756;-44.43;354.0;99.999;5.0
1787;PR;Florestópolis;-22.756;-51.39;512.0;99.999;5.0
1788;PI;Floriano;-6.757;-43.02;0.0;99.999;5.0
1789;RS;Floriano Peixoto;-27.756;-52.08;157.0;99.999;5.0
1790;SC;Florianópolis;-27.6;-48.5;0.0;99.998;11.0
1791;PR;Flórida;-23.087;-51.95;384.0;99.999;5.0
1792;SP;Flórida Paulista;-21.615;-51.17;444.0;99.999;5.0
1793;SP;Florínia;-22.903;-50.74;413.0;99.999;5.0
1794;AM;Fonte Boa;-2.5;-66.09;0.0;99.999;5.0
1795;RS;Fontoura Xavier;-28.983;-52.35;0.0;99.999;5.0
1796;MG;Formiga;-20.464;-45.43;850.0;99.999;5.0
1797;RS;Formigueiro;-30.0;-53.5;0.0;99.999;5.0
1798;GO;Formosa;-15.5;-47.33;326.0;99.999;5.0
1799;MA;Formosa da Serra Negra;-6.435;-46.19;405.0;99.999;5.0
1800;PR;Formosa do Oeste;-24.293;-53.31;756.0;99.999;5.0
1801;BA;Formosa do Rio Preto;-11.048;-45.19;0.0;99.999;5.0
1802;SC;Formosa do Sul;-26.647;-52.79;601.0;99.999;5.0
1803;GO;Formoso;-13.654;-48.76;200.0;99.999;5.0
1804;MG;Formoso;-14.947;-46.23;433.0;99.999;5.0
1805;TO;Formoso do Araguaia;-11.76;-49.5;748.0;99.999;5.0
1806;CE;Forquilha;-3.76;-40.26;115.0;99.999;5.0
1807;SC;Forquilhinha;-28.755;-49.47;0.0;99.999;5.0
1808;CE;Fortaleza;-3.752;-38.5;1199.0;99.998;11.0
1809;MG;Fortaleza de Minas;-20.755;-46.72;255.0;99.999;5.0
1810;TO;Fortaleza do Tabocão;-9.057;-48.5;478.0;99.999;5.0
1811;MA;Fortaleza dos Nogueiras;-6.964;-46.18;0.0;99.999;5.0
1812;RS;Fortaleza dos Valos;-28.76;-53.22;22.0;99.999;5.0
1813;CE;Fortim;-4.452;-37.8;0.0;99.998;11.0
1814;MA;Fortuna;-5.753;-44.16;712.0;99.999;5.0
1815;MG;Fortuna de Minas;-19.6;-44.45;137.0;99.999;5.0
1816;PR;Foz do Iguaçu;-25.5;-54.6;0.0;99.999;5.0
1817;PR;Foz do Jordão;-25.642;-52.1;816.0;99.999;5.0
1818;SC;Fraiburgo;-27.026;-50.92;0.0;99.999;5.0
1819;SP;Franca;-20.5;-47.4;991.0;99.999;5.0
1820;PI;Francinópolis;-6.396;-42.26;264.0;99.999;5.0
1821;PR;Francisco Alves;-24.066;-53.75;301.0;99.999;5.0
1822;PI;Francisco Ayres;-6.623;-42.69;163.0;99.999;5.0
1823;MG;Francisco Badaró;-16.993;-42.35;410.0;99.999;5.0
1824;PR;Francisco Beltrão;-26.081;-53.06;677.0;99.999;5.0
1825;RN;Francisco Dantas;-6.078;-38.12;0.0;99.999;5.0
1826;MG;Francisco Dumont;-17.315;-44.23;1043.0;99.999;5.0
1827;PI;Francisco Macedo;-7.331;-40.79;400.0;99.999;5.0
1828;SP;Francisco Morato;-23.282;-46.75;793.0;99.999;5.0
1829;MG;Francisco Sá;-16.476;-43.49;672.0;99.999;5.0
1830;PI;Francisco Santos;-6.993;-41.14;327.0;99.999;5.0
1831;MG;Franciscópolis;-17.96;-42.01;323.0;99.999;5.0
1832;SP;Franco da Rocha;-23.322;-46.73;791.0;99.999;5.0
1833;CE;Frecheirinha;-3.756;-40.75;138.0;99.999;5.0
1834;RS;Frederico Westphalen;-27.359;-53.39;0.0;99.999;5.0
1835;MG;Frei Gaspar;-18.066;-41.43;433.0;99.999;5.0
1836;MG;Frei Inocêncio;-18.6;-41.91;203.0;99.999;5.0
1837;MG;Frei Lagonegro;-18.126;-42.77;758.0;99.999;5.0
1838;PB;Frei Martinho;-6.403;-36.46;0.0;99.999;5.0
1839;PE;Frei Miguelinho;-7.94;-35.91;0.0;99.999;5.0
1840;SE;Frei Paulo;-10.5;-37.5;0.0;99.999;5.0
1841;SC;Frei Rogério;-27.175;-50.75;0.0;99.999;5.0
1842;MG;Fronteira;-20.268;-49.2;381.0;99.999;5.0
1843;MG;Fronteira dos Vales;-16.756;-40.92;478.0;99.999;5.0
1844;PI;Fronteiras;-7.088;-40.62;428.0;99.999;5.0
1845;MG;Fruta de Leite;-16.131;-42.5;872.0;99.999;5.0
1846;MG;Frutal;-20.025;-48.94;489.0;99.999;5.0
1847;RN;Frutuoso Gomes;-6.158;-37.75;0.0;99.999;5.0
1848;ES;Fundão;-19.933;-40.41;122.0;99.998;11.0
1849;MG;Funilândia;-19.368;-44.06;711.0;99.999;5.0
1850;SP;Gabriel Monteiro;-21.5;-50.6;402.0;99.999;5.0
1851;PB;Gado Bravo;-7.6;-35.79;0.0;99.999;5.0
1852;SP;Gália;-22.291;-49.6;671.0;99.999;5.0
1853;MG;Galiléia;-18.999;-41.5;407.0;99.999;5.0
1854;RN;Galinhos;-5.091;-36.28;0.0;99.999;5.0
1855;SC;Galvão;-26.455;-52.69;728.0;99.999;5.0
1856;PE;Gameleira;-8.6;-35.39;0.0;99.998;11.0
1857;MG;Gameleiras;-15.082;-43.12;497.0;99.999;5.0
1858;BA;Gandu;-13.754;-39.49;287.0;99.998;11.0
1859;PE;Garanhuns;-8.756;-36.49;0.0;99.999;5.0
1860;SE;Gararu;-9.968;-37.08;0.0;99.999;5.0
1861;SP;Garça;-22.211;-49.66;523.0;99.999;5.0
1862;RS;Garibaldi;-29.256;-51.5;0.0;99.999;5.0
1863;SC;Garopaba;-28.023;-48.61;0.0;99.998;11.0
1864;PA;Garrafão do Norte;-1.934;-47.05;112.0;99.998;11.0
1865;RS;Garruchos;-28.184;-55.64;0.0;99.999;5.0
1866;SC;Garuva;-26.027;-48.76;120.0;99.998;11.0
