UF;city;Lat;Long;height
MG;Grupiara;-18.494;-47.72;730
RS;Guabiju;-28.5;-51.69;0
SC;Guabiruba;-27.086;-48.98;0
ES;Guaçuí;-20.758;-41.68;707
PI;Guadalupe;-6.759;-43.6;191
RS;Guaíba;-30.114;-51.33;0
SP;Guaiçara;-21.622;-49.8;421
SP;Guaimbê;-21.91;-49.76;509
PR;Guaíra;-24.08;-54.26;414
SP;Guaíra;-20.318;-48.31;282
PR;Guairaçá;-22.934;-52.69;510
CE;Guaiúba;-4.04;-38.64;82
AM;Guajará;-7.5;-72.6;0
RO;Guajará-Mirim;-10.758;-65.34;0
BA;Guajeru;-14.5;-41.94;578
RN;Guamaré;-5.108;-36.32;0
PR;Guamiranga;-25.191;-50.75;762
BA;Guanambi;-14.223;-42.78;512
MG;Guanhães;-18.758;-42.93;1025
MG;Guapé;-20.756;-45.92;771
SP;Guapiaçu;-20.76;-49.22;531
SP;Guapiara;-24.185;-48.5;778
RJ;Guapimirim;-22.5;-42.98;14
PR;Guapirama;-23.5;-50.04;454
GO;Guapó;-16.755;-49.5;632
RS;Guaporé;-28.755;-51.76;321
PR;Guaporema;-23.343;-52.78;0
SP;Guará;-20.428;-47.75;0
PB;Guarabira;-6.756;-35.49;337
SP;Guaraçaí;-21.028;-51.26;757
PR;Guaraci;-22.973;-51.65;594
SP;Guaraci;-20.499;-48.94;616
MG;Guaraciaba;-20.6;-43.01;831
SC;Guaraciaba;-26.6;-53.5;540
CE;Guaraciaba do Norte;-4.126;-40.75;503
MG;Guaraciama;-17.014;-43.67;702
TO;Guaraí;-8.755;-48.5;300
GO;Guaraíta;-15.614;-50.02;838
CE;Guaramiranga;-4.263;-38.93;16
SC;Guaramirim;-26.473;-49;822
MG;Guaranésia;-21.299;-46.75;0
MG;Guarani;-21.352;-43.05;656
RS;Guarani das Missões;-28.141;-54.6;500
GO;Guarani de Goiás;-13.936;-46.48;754
SP;Guarani d'Oeste;-20.075;-50.34;407
PR;Guaraniaçu;-25.101;-52.76;0
SP;Guarantã;-21.756;-49.6;515
MT;Guarantã do Norte;-9.759;-54.91;296
ES;Guarapari;-20.667;-40.5;1019
PR;Guarapuava;-25.395;-51.46;182
PR;Guaraqueçaba;-25.307;-48.33;517
MG;Guarará;-21.753;-43.04;373
SP;Guararapes;-21.261;-50.64;592
SP;Guararema;-23.415;-46.04;613
BA;Guaratinga;-16.6;-39.78;247
SP;Guaratinguetá;-22.755;-45.19;541
PR;Guaratuba;-25.756;-48.6;5
MG;Guarda-Mor;-17.757;-47.1;657
SP;Guareí;-23.373;-48.18;656
SP;Guariba;-21.36;-48.23;614
PI;Guaribas;-9.398;-43.69;537
GO;Guarinos;-14.753;-49.7;388
SP;Guarujá;-23.993;-46.26;754
SC;Guarujá do Sul;-26.385;-53.5;14
SP;Guarulhos;-23.463;-46.5;748
SC;Guatambú;-27.132;-52.79;0
SP;Guatapará;-21.497;-48.04;712
MG;Guaxupé;-21.305;-46.71;879
MS;Guia Lopes da Laguna;-21.458;-56.11;0
MG;Guidoval;-21.152;-42.8;306
MA;Guimarães;-2.133;-44.6;13
MG;Guimarânia;-18.755;-46.79;902
MT;Guiratinga;-16.349;-53.76;518
MG;Guiricema;-21.008;-42.72;339
MG;Gurinhatã;-19.213;-49.79;497
PB;Gurinhém;-7.124;-35.42;0
PB;Gurjão;-7.247;-36.49;0
PA;Gurupá;-1.405;-51.64;19
TO;Gurupi;-11.753;-49.07;316
SP;Guzolândia;-20.65;-50.66;402
RS;Harmonia;-29.5;-51.43;0
GO;Heitoraí;-15.752;-49.75;640
MG;Heliodora;-22.067;-45.5;844
BA;Heliópolis;-10.683;-38.29;0
SP;Herculândia;-22.004;-50.39;445
RS;Herval;-32.024;-53.4;0
SC;Herval d'Oeste;-27.194;-51.49;0
RS;Herveiras;-29.407;-52.65;0
CE;Hidrolândia;-4.408;-40.44;200
GO;Hidrolândia;-16.962;-49.23;794
GO;Hidrolina;-14.752;-49.47;578
SP;Holambra;-22.633;-47.06;601
PR;Honório Serpa;-26.141;-52.39;824
CE;Horizonte;-4.086;-38.65;0
RS;Horizontina;-27.626;-54.31;0
SP;Hortolândia;-22.756;-47.22;617
PI;Hugo Napoleão;-5.989;-42.6;221
RS;Hulha Negra;-31.404;-53.76;0
AM;Humaitá;-7.5;-63.02;0
RS;Humaitá;-27.6;-53.97;0
MA;Humberto de Campos;-2.6;-43.46;16
SP;Iacanga;-21.756;-49.02;465
GO;Iaciara;-14.096;-46.63;513
SP;Iacri;-21.756;-50.69;436
BA;Iaçu;-12.757;-40.21;262
MG;Iapu;-19.437;-42.22;239
SP;Iaras;-22.756;-49.13;610
PE;Iati;-9.046;-36.75;0
PR;Ibaiti;-23.755;-50.19;613
RS;Ibarama;-29.419;-53.13;0
CE;Ibaretama;-4.755;-38.75;149
SP;Ibaté;-21.955;-48;0
AL;Ibateguara;-8.973;-35.94;781
ES;Ibatiba;-20.234;-41.5;843
PR;Ibema;-25.106;-53.01;819
MG;Ibertioga;-21.43;-43.96;1050
MG;Ibiá;-19.478;-46.5;0
RS;Ibiaçá;-28.057;-51.76;608
MG;Ibiaí;-16.756;-44.91;926
SC;Ibiam;-27.181;-51.24;0
CE;Ibiapina;-3.923;-40.76;799
PB;Ibiara;-7.5;-38.4;0
BA;Ibiassucê;-14.259;-42.26;648
BA;Ibicaraí;-14.756;-39.6;157
SC;Ibicaré;-27.092;-51.37;0
BA;Ibicoara;-13.411;-41.28;1206
BA;Ibicuí;-14.755;-39.99;201
CE;Ibicuitinga;-4.974;-38.64;134
PE;Ibimirim;-8.5;-37.69;0
BA;Ibipeba;-11.641;-42.01;565
BA;Ibipitanga;-12.756;-42.49;538
PR;Ibiporã;-23.269;-51.05;367
BA;Ibiquera;-12.651;-40.93;598
SP;Ibirá;-21.08;-49.24;818
MG;Ibiracatu;-15.664;-44.13;1104
MG;Ibiraci;-20.462;-47.12;245
ES;Ibiraçu;-19.755;-40.37;0
RS;Ibiraiaras;-28.37;-51.64;0
PE;Ibirajuba;-8.6;-36.18;0
SC;Ibirama;-27.057;-49.5;259
BA;Ibirapitanga;-14.125;-39.37;92
BA;Ibirapuã;-17.688;-40.11;0
RS;Ibirapuitã;-28.625;-52.5;480
SP;Ibirarema;-22.755;-50.07;456
BA;Ibirataia;-14.067;-39.64;222
MG;Ibirité;-20.022;-44.06;868
RS;Ibirubá;-28.628;-53.09;0
BA;Ibitiara;-12.652;-42.22;1008
SP;Ibitinga;-21.756;-48.75;491
ES;Ibitirama;-20.5;-41.67;774
BA;Ibititá;-11.5;-41.98;802
MG;Ibitiúra de Minas;-22.061;-46.44;939
MG;Ibituruna;-21.153;-44.75;926
SP;Ibiúna;-23.656;-47.22;1032
BA;Ibotirama;-12.185;-43.22;461
CE;Icapuí;-4.751;-37.36;0
SC;Içara;-28.751;-49.3;551
MG;Icaraí de Minas;-16.217;-44.91;319
PR;Icaraíma;-23.396;-53.61;0
MA;Icatu;-2.758;-44.07;16
SP;Icém;-20.342;-49.2;478
BA;Ichu;-11.755;-39.19;279
CE;Icó;-6.401;-38.76;160
ES;Iconha;-20.759;-40.75;236
RN;Ielmo Marinho;-5.755;-35.6;0
SP;Iepê;-22.661;-51.08;471
AL;Igaci;-9.5;-36.63;0
BA;Igaporã;-13.757;-42.71;743
SP;Igaraçu do Tietê;-22.5;-48.6;511
PB;Igaracy;-7.181;-38.15;0
SP;Igarapava;-20.038;-47.75;597
MG;Igarapé;-20.07;-44.3;16
MA;Igarapé do Meio;-3.661;-45.23;49
MA;Igarapé Grande;-4.6;-44.75;49
PA;Igarapé-Açu;-1.129;-47.62;841
PA;Igarapé-Miri;-1.975;-48.96;19
PE;Igarassu;-7.755;-34.91;0
SP;Igaratá;-23.254;-46.16;691
MG;Igaratinga;-19.955;-44.71;819
BA;Igrapiúna;-13.755;-39.14;116
AL;Igreja Nova;-10.125;-36.66;0
RS;Igrejinha;-29.6;-50.79;0
RJ;Iguaba Grande;-22.755;-42.23;17
BA;Iguaí;-14.756;-40.09;425
SP;Iguape;-24.751;-47.6;18
PE;Iguaraci;-7.755;-37.5;0
PR;Iguaraçu;-23.197;-51.75;525
MG;Iguatama;-20.174;-45.71;657
MS;Iguatemi;-23.68;-54.6;0
CE;Iguatu;-6.359;-39.3;210
PR;Iguatu;-24.644;-53.13;453
MG;Ijaci;-21.17;-44.93;838
RS;Ijuí;-28.388;-53.91;0
SP;Ilha Comprida;-24.754;-47.5;9
SE;Ilha das Flores;-10.436;-36.5;0
PI;Ilha Grande;-2.756;-41.75;8
SP;Ilha Solteira;-20.433;-51.34;322
SP;Ilhabela;-23.758;-45.36;613
BA;Ilhéus;-14.759;-39.05;119
SC;Ilhota;-26.756;-48.75;0
MG;Ilicínea;-20.936;-45.75;923
RS;Ilópolis;-28.927;-52.12;0
PB;Imaculada;-7.39;-37.5;0
SC;Imaruí;-28.341;-48.75;0
PR;Imbaú;-24.445;-50.76;835
RS;Imbé;-29.975;-50.13;575
MG;Imbé de Minas;-19.6;-41.97;0
SC;Imbituba;-28.24;-48.67;0
PR;Imbituva;-25.23;-50.6;799
SC;Imbuia;-27.493;-49.42;0
RS;Imigrante;-29.355;-51.78;0
MA;Imperatriz;-5.5;-47.49;136
PR;Inácio Martins;-25.6;-51.08;1080
GO;Inaciolândia;-18.488;-49.99;483
PE;Inajá;-8.902;-37.75;0
PR;Inajá;-22.755;-52.2;328
MG;Inconfidentes;-22.317;-46.33;931
MG;Indaiabira;-15.492;-42.2;994
SC;Indaial;-26.756;-49.23;0
SP;Indaiatuba;-23.09;-47.22;595
CE;Independência;-5.396;-40.31;348
RS;Independência;-27.755;-54.19;0
SP;Indiana;-22.174;-51.25;381
MG;Indianópolis;-19.039;-47.92;960
PR;Indianópolis;-23.476;-52.7;389
SP;Indiaporã;-19.98;-50.29;428
GO;Indiara;-17.138;-49.99;586
SE;Indiaroba;-11.5;-37.5;0
MT;Indiavaí;-15.494;-58.6;0
PB;Ingá;-7.281;-35.6;977
MG;Ingaí;-21.401;-44.92;0
PE;Ingazeira;-7.676;-37.46;0
RS;Inhacorá;-27.756;-54.02;0
BA;Inhambupe;-11.758;-38.35;0
PA;Inhangapi;-1.43;-47.92;27
AL;Inhapi;-9.221;-37.75;0
MG;Inhapim;-19.5;-42.12;670
MG;Inhaúma;-19.491;-44.39;785
PI;Inhuma;-6.668;-41.71;430
GO;Inhumas;-16.358;-49.5;792
MG;Inimutaba;-18.753;-44.36;607
MS;Inocência;-19.753;-51.93;471
SP;Inúbia Paulista;-21.757;-50.96;440
SC;Iomerê;-27.004;-51.24;0
MG;Ipaba;-19.414;-42.42;266
GO;Ipameri;-17.752;-48.16;843
MG;Ipanema;-19.755;-41.71;458
RN;Ipanguaçu;-5.498;-36.76;0
CE;Ipaporanga;-4.9;-40.76;328
MG;Ipatinga;-19.468;-42.5;364
SP;Ipauçu;-23.057;-49.63;0
CE;Ipaumirim;-6.759;-38.72;314
RS;Ipê;-28.755;-51.28;185
BA;Ipecaetá;-12.3;-39.31;580
SP;Iperó;-23.35;-47.69;0
SP;Ipeúna;-22.436;-47.72;569
MG;Ipiaçu;-18.692;-49.94;435
BA;Ipiaú;-14.137;-39.73;200
SP;Ipiguá;-20.657;-49.39;481
BA;Ipirá;-12.158;-39.74;248
SC;Ipira;-27.404;-51.77;472
PR;Ipiranga;-25.024;-50.6;0
PI;Ipiranga do Piauí;-6.755;-41.74;792
RS;Ipiranga do Sul;-27.937;-52.43;0
AM;Ipixuna;-7.051;-71.69;79
PA;Ipixuna do Pará;-2.6;-47.5;0
PE;Ipojuca;-8.399;-35.06;0
GO;Iporá;-16.442;-51.12;0
PR;Iporã;-24.003;-53.7;644
SC;Iporã do Oeste;-26.988;-53.5;588
SP;Iporanga;-24.6;-48.6;331
CE;Ipu;-4.322;-40.71;0
SP;Ipuã;-20.438;-48.01;620
SC;Ipuaçu;-26.631;-52.46;805
PE;Ipubi;-7.652;-40.15;200
RN;Ipueira;-6.755;-37.2;0
CE;Ipueiras;-4.5;-40.72;749
TO;Ipueiras;-11.239;-48.46;279
MG;Ipuiúna;-22.099;-46.19;1231
SC;Ipumirim;-27.077;-52.14;0
BA;Ipupiara;-11.755;-42.61;961
CE;Iracema;-5.755;-38.31;419
RR;Iracema;2.182;-61.04;0
PR;Iracema do Oeste;-24.428;-53.35;610
SP;Iracemápolis;-22.6;-47.5;0
SC;Iraceminha;-26.755;-53.27;0
RS;Iraí;-27.194;-53.25;883
MG;Iraí de Minas;-18.984;-47.46;0
BA;Irajuba;-13.251;-40.08;665
BA;Iramaia;-13.286;-40.95;572
AM;Iranduba;-3.285;-60.19;0
SC;Irani;-27.025;-51.9;0
SP;Irapuã;-21.279;-49.41;416
SP;Irapuru;-21.6;-51.35;356
BA;Iraquara;-12.249;-41.62;723
BA;Irará;-12.05;-38.77;271
PR;Irati;-25.467;-50.65;878
SC;Irati;-26.656;-52.76;0
CE;Irauçuba;-3.755;-39.78;201
BA;Irecê;-11.304;-41.76;758
PR;Iretama;-24.424;-52.11;416
SC;Irineópolis;-26.239;-50.8;1056
PA;Irituia;-1.757;-47.44;36
ES;Irupi;-20.345;-41.64;888
PI;Isaías Coelho;-7.754;-41.68;304
GO;Israelândia;-16.318;-50.91;399
SC;Itá;-27.291;-52.32;0
RS;Itaara;-29.61;-53.76;0
PB;Itabaiana;-7.329;-35.33;0
SE;Itabaiana;-10.685;-37.43;0
SE;Itabaianinha;-11.274;-37.79;143
BA;Itabela;-16.6;-39.6;264
SP;Itaberá;-23.756;-49.14;738
BA;Itaberaba;-12.5;-40.31;663
GO;Itaberaí;-16.02;-49.75;944
SE;Itabi;-10.126;-37.1;0
MG;Itabira;-19.619;-43.23;896
MG;Itabirinha de Mantena;-18.6;-41.23;0
MG;Itabirito;-20.253;-43.75;18
RJ;Itaboraí;-22.754;-42.76;97
BA;Itabuna;-14.759;-39.28;258
TO;Itacajá;-8.392;-47.77;1284
MG;Itacambira;-17.065;-43.31;460
MG;Itacarambi;-15.102;-44.09;101
BA;Itacaré;-14.278;-39;0
AM;Itacoatiara;-3.143;-58.44;325
PE;Itacuruba;-8.753;-38.68;0
RS;Itacurubi;-28.76;-55.24;523
BA;Itaeté;-12.986;-40.97;276
BA;Itagi;-14.125;-40.01;169
BA;Itagibá;-14.284;-39.75;276
BA;Itagimirim;-16.087;-39.61;429
ES;Itaguaçu;-19.755;-40.76;256
BA;Itaguaçu da Bahia;-11.012;-42.4;18
RJ;Itaguaí;-22.756;-43.78;355
PR;Itaguajé;-22.618;-51.97;953
MG;Itaguara;-20.392;-44.49;653
GO;Itaguari;-15.919;-49.6;758
GO;Itaguaru;-15.756;-49.63;173
TO;Itaguatins;-5.757;-47.48;0
SP;Itaí;-23.418;-49.09;0
PE;Itaíba;-8.948;-37.42;216
CE;Itaiçaba;-4.674;-37.75;830
PI;Itainópolis;-7.447;-41.48;188
SC;Itaiópolis;-26.336;-49.91;760
MA;Itaipava do Grajaú;-5.145;-45.79;230
MG;Itaipé;-17.402;-41.67;599
PR;Itaipulândia;-25.137;-54.3;69
CE;Itaitinga;-3.969;-38.5;0
PA;Itaituba;-4.276;-55.98;406
GO;Itajá;-19.068;-51.5;0
RN;Itajá;-5.644;-36.76;0
SC;Itajaí;-26.908;-48.66;482
SP;Itajobi;-21.318;-49.05;162
SP;Itaju;-21.981;-48.75;873
BA;Itaju do Colônia;-15.143;-39.72;156
MG;Itajubá;-22.426;-45.45;510
BA;Itajuípe;-14.678;-39.38;113
RJ;Italva;-21.421;-41.69;0
PE;Itamaracá;-7.755;-34.75;128
BA;Itamaraju;-17.039;-39.5;939
MG;Itamarandiba;-17.756;-42.76;315
AM;Itamarati;-6.425;-68.25;0
MG;Itamarati de Minas;-21.416;-42.75;319
BA;Itamari;-13.758;-39.68;516
MG;Itambacuri;-18.031;-41.69;398
PR;Itambaracá;-23.018;-50.41;694
BA;Itambé;-15.245;-40.62;403
PE;Itambé;-7.41;-35.11;0
PR;Itambé;-23.661;-51.99;303
MG;Itambé do Mato Dentro;-19.414;-43.32;988
MG;Itamogi;-21.078;-47.05;1866
MG;Itamonte;-22.284;-44.76;0
BA;Itanagra;-12.263;-38.04;40
SP;Itanhaém;-24.183;-46.79;973
MG;Itanhandu;-22.296;-44.93;286
BA;Itanhém;-17.126;-40.33;253
MG;Itanhomi;-19.172;-41.76;262
MG;Itaobim;-16.6;-41.5;108
SP;Itaóca;-24.64;-48.75;219
RJ;Itaocara;-21.669;-42.08;777
GO;Itapaci;-14.951;-49.5;266
CE;Itapagé;-3.687;-39.6;518
MG;Itapagipe;-19.909;-49.38;0
BA;Itaparica;-12.756;-38.68;124
BA;Itapé;-14.756;-39.42;629
BA;Itapebi;-15.951;-39.5;878
MG;Itapecerica;-20.473;-45.13;885
SP;Itapecerica da Serra;-23.752;-46.75;27
MA;Itapecuru Mirim;-3.393;-44.36;564
PR;Itapejara d'Oeste;-25.965;-52.75;0
SC;Itapema;-27.09;-48.61;7
ES;Itapemirim;-21.011;-40.75;830
PR;Itaperuçu;-25.22;-49.35;149
RJ;Itaperuna;-21.255;-41.76;0
PE;Itapetim;-7.378;-37.19;318
BA;Itapetinga;-15.249;-40.25;644
SP;Itapetininga;-23.6;-48.05;999
MG;Itapeva;-22.757;-46.22;617
SP;Itapeva;-23.982;-48.76;852
SP;Itapevi;-23.5;-46.93;0
BA;Itapicuru;-11.317;-38.23;102
CE;Itapipoca;-3.362;-39.75;0
SP;Itapira;-22.436;-46.75;0
AM;Itapiranga;-2.755;-58.02;742
SC;Itapiranga;-27.126;-53.71;376
GO;Itapirapuã;-15.755;-50.61;691
SP;Itapirapuã Paulista;-24.6;-49.13;232
TO;Itapiratins;-8.384;-48.11;0
PE;Itapissuma;-7.758;-34.76;269
BA;Itapitanga;-14.423;-39.6;154
CE;Itapiúna;-4.6;-38.92;19
SC;Itapoá;-26.117;-48.62;515
SP;Itápolis;-21.6;-48.75;346
MS;Itaporã;-22.079;-54.79;0
TO;Itaporã do Tocantins;-8.6;-48.69;0
PB;Itaporanga;-7.304;-38.15;0
SP;Itaporanga;-23.751;-49.49;513
SE;Itaporanga d'Ajuda;-10.998;-37.31;0
PB;Itapororoca;-6.755;-35.25;0
RS;Itapuca;-28.758;-52.17;530
SP;Itapuí;-22.233;-48.72;647
SP;Itapura;-20.646;-51.5;367
GO;Itapuranga;-15.6;-49.95;741
SP;Itaquaquecetuba;-23.486;-46.35;626
BA;Itaquara;-13.451;-39.94;352
RS;Itaqui;-29.125;-56.6;0
MS;Itaquiraí;-23.474;-54.19;0
PE;Itaquitinga;-7.668;-35.1;367
ES;Itarana;-19.756;-40.76;261
BA;Itarantim;-15.66;-40.07;726
SP;Itararé;-24.113;-49.33;34
CE;Itarema;-2.92;-39.92;87
SP;Itariri;-24.289;-47.17;684
GO;Itarumã;-18.757;-51.35;0
RJ;Itatiaia;-22.496;-44.6;1031
MG;Itatiaiuçu;-20.197;-44.42;947
SP;Itatiba;-23.006;-46.75;0
RS;Itatiba do Sul;-27.387;-52.45;791
BA;Itatim;-12.751;-39.7;280
SP;Itatinga;-23.102;-48.62;673
CE;Itatira;-4.5;-39.62;439
PB;Itatuba;-7.375;-35.63;0
RN;Itaú;-5.755;-37.99;808
MG;Itaú de Minas;-20.754;-46.75;4
MT;Itaúba;-11.062;-55.28;0
AP;Itaubal;0.751;-50.75;827
GO;Itauçu;-16.251;-49.61;321
PI;Itaueira;-7.603;-43.03;419
MG;Itaúna;-20.075;-44.6;879
PR;Itaúna do Sul;-22.753;-52.76;0
MG;Itaverava;-20.678;-43.61;714
MG;Itinga;-16.613;-41.77;173
MA;Itinga do Maranhão;-4.45;-47.5;503
MT;Itiquira;-17.259;-54.15;0
SP;Itirapina;-22.253;-47.75;693
SP;Itirapuã;-20.641;-47.22;834
BA;Itiruçu;-13.5;-40.15;740
BA;Itiúba;-10.692;-39.76;629
SP;Itobi;-21.754;-46.98;781
BA;Itororó;-15.117;-40.07;254
SP;Itu;-23.264;-47.3;867
BA;Ituaçu;-13.755;-41.3;4
BA;Ituberá;-13.753;-39.15;141
MG;Itueta;-19.394;-41.17;550
MG;Ituiutaba;-18.969;-49.47;548
GO;Itumbiara;-18.419;-49.22;915
MG;Itumirim;-21.317;-44.76;694
SP;Itupeva;-23.153;-47.06;140
PA;Itupiranga;-5.135;-49.33;0
SC;Ituporanga;-27.414;-49.6;467
MG;Iturama;-19.753;-50.2;616
MG;Itutinga;-21.298;-44.66;1048
SP;Ituverava;-20.339;-47.78;651
BA;Iuiú;-14.414;-43.6;542
ES;Iúna;-20.346;-41.5;684
PR;Ivaí;-25.011;-50.76;647
PR;Ivaiporã;-24.248;-51.68;764
PR;Ivaté;-23.409;-53.37;348
PR;Ivatuba;-23.619;-52.22;376
MS;Ivinhema;-22.305;-53.75;344
GO;Ivolândia;-16.602;-50.79;574
RS;Ivorá;-29.5;-53.6;0
RS;Ivoti;-29.6;-51.13;0
PE;Jaboatão dos Guararapes;-8.113;-35.01;0
SC;Jaborá;-27.176;-51.73;742
BA;Jaborandi;-13.619;-44.43;519
SP;Jaborandi;-20.688;-48.41;0
PR;Jaboti;-23.754;-50.08;620
RS;Jaboticaba;-27.631;-53.28;0
SP;Jaboticabal;-21.255;-48.32;775
MG;Jaboticatubas;-19.5;-43.75;494
RN;Jaçanã;-6.426;-36.26;0
BA;Jacaraci;-14.755;-42.43;752
PB;Jacaraú;-6.612;-35.29;0
AL;Jacaré dos Homens;-9.636;-37.25;0
PA;Jacareacanga;-6.222;-57.75;0
SP;Jacareí;-23.305;-45.97;563
PR;Jacarezinho;-23.125;-49.97;475
SP;Jaci;-20.756;-49.6;0
MT;Jaciara;-15.965;-54.97;0
MG;Jacinto;-16.144;-40.29;247
SC;Jacinto Machado;-28.998;-49.76;477
BA;Jacobina;-11.181;-40.5;334
PI;Jacobina do Piauí;-7.935;-41.21;475
MG;Jacuí;-21.017;-46.74;985
AL;Jacuípe;-8.755;-35.46;0
PA;Jacundá;-4.451;-49.12;105
SP;Jacupiranga;-24.693;-48;103
MG;Jacutinga;-22.286;-46.61;873
RS;Jacutinga;-27.753;-52.5;0
PR;Jaguapitã;-23.113;-51.5;547
BA;Jaguaquara;-13.5;-39.97;751
MG;Jaguaraçu;-19.649;-42.75;660
RS;Jaguarão;-32.6;-53.38;0
BA;Jaguarari;-10.264;-40.2;450
ES;Jaguaré;-18.906;-40.08;52
CE;Jaguaretama;-5.613;-38.77;156
RS;Jaguari;-29.498;-54.69;934
PR;Jaguariaíva;-24.251;-49.71;98
CE;Jaguaribara;-5.658;-38.62;141
CE;Jaguaribe;-5.756;-38.62;19
BA;Jaguaripe;-13.113;-38.76;0
SP;Jaguariúna;-22.751;-46.99;612
CE;Jaguaruana;-4.755;-37.78;0
SC;Jaguaruna;-28.615;-49.03;0
MG;Jaíba;-15.338;-43.67;470
PI;Jaicós;-7.359;-41.14;327
SP;Jales;-20.269;-50.5;444
RO;Jamari;-9.255;-63.18;0
SP;Jambeiro;-23.254;-45.69;696
MG;Jampruca;-18.463;-41.75;238
MG;Janaúba;-15.755;-43.31;571
GO;Jandaia;-17.049;-50.15;593
PR;Jandaia do Sul;-23.603;-51.64;782
BA;Jandaíra;-11.6;-37.78;0
RN;Jandaíra;-5.356;-36.13;0
SP;Jandira;-23.5;-46.9;768
RN;Janduís;-6.016;-37.41;0
MT;Jangada;-15.236;-56.49;0
PR;Janiópolis;-24.142;-52.78;549
RN;Januário Cicco;-6.158;-35.6;0
MG;Japaraíba;-20.141;-45.5;693
AL;Japaratinga;-9.088;-35.26;0
SE;Japaratuba;-10.6;-36.94;0
RJ;Japeri;-22.643;-43.65;31
RN;Japi;-6.465;-35.95;541
PR;Japira;-23.755;-50.14;0
SE;Japoatã;-10.347;-36.75;0
MG;Japonvar;-15.995;-44.27;809
MS;Japorã;-23.756;-54.4;0
AM;Japurá;-1.755;-66.6;0
PR;Japurá;-23.47;-52.6;378
PE;Jaqueira;-8.753;-35.79;0
RS;Jaquirana;-28.756;-50.36;0
GO;Jaraguá;-15.756;-49.33;248
SC;Jaraguá do Sul;-26.486;-49.07;608
MS;Jaraguari;-20.142;-54.4;602
AL;Jaramataia;-9.659;-37;0
CE;Jardim;-7.6;-39.3;521
MS;Jardim;-21.48;-56.14;0
PR;Jardim Alegre;-24.179;-51.69;0
RN;Jardim de Angicos;-5.654;-35.97;243
RN;Jardim de Piranhas;-6.379;-37.35;0
PI;Jardim do Mulato;-6.099;-42.63;322
RN;Jardim do Seridó;-6.6;-36.77;686
PR;Jardim Olinda;-22.5;-52.04;0
SC;Jardinópolis;-26.752;-52.76;0
SP;Jardinópolis;-21.018;-47.76;510
RS;Jari;-29.291;-54.22;789
SP;Jarinu;-23.101;-46.73;0
RO;Jaru;-10.439;-62.47;0
GO;Jataí;-17.756;-51.71;642
PR;Jataizinho;-23.254;-50.98;451
PE;Jataúba;-7.99;-36.5;0
MS;Jateí;-22.482;-54.3;311
CE;Jati;-7.686;-39.02;450
MA;Jatobá;-5.755;-44.22;139
PE;Jatobá;-9.183;-38.27;278
PI;Jatobá do Piauí;-4.757;-41.75;0
SP;Jaú;-22.296;-48.6;427
TO;Jaú do Tocantins;-12.655;-48.6;409
GO;Jaupaci;-16.178;-50.95;0
MT;Jauru;-15.342;-58.76;507
MG;Jeceaba;-20.5;-43.98;945
MG;Jenipapo de Minas;-17.083;-42.26;574
MA;Jenipapo dos Vieiras;-5.371;-45.64;173
MG;Jequeri;-20.456;-42.67;533
BA;Jequié;-13.756;-40.08;216
MG;Jequitaí;-17.236;-44.45;498
MG;Jequitibá;-19.236;-44.03;708
MG;Jequitinhonha;-16.434;-41;518
BA;Jeremoabo;-10.075;-38.48;567
PB;Jericó;-6.6;-37.75;0
SP;Jeriquara;-20.311;-47.6;899
ES;Jerônimo Monteiro;-20.759;-41.4;180
PI;Jerumenha;-7.088;-43.5;166
MG;Jesuânia;-21.998;-45.29;883
PR;Jesuítas;-24.385;-53.39;455
GO;Jesúpolis;-15.951;-49.37;775
CE;Jijoca de Jericoacoara;-2.756;-40.45;23
RO;Ji-Paraná;-10.756;-61.95;0
BA;Jiquiriça;-13.257;-39.6;507
BA;Jitaúna;-14.019;-39.76;169
SC;Joaçaba;-27.178;-51.5;0
MG;Joaíma;-16.654;-41.03;483
MG;Joanésia;-19.172;-42.68;384
SP;Joanópolis;-22.93;-46.28;912
PE;João Alfredo;-7.756;-35.6;0
RN;João Câmara;-5.5;-35.75;0
PI;João Costa;-8.5;-42.41;357
RN;João Dias;-6.274;-37.8;0
BA;João Dourado;-11.35;-41.66;819
MA;João Lisboa;-5.448;-47.4;281
MG;João Monlevade;-19.755;-43.17;978
ES;João Neiva;-19.756;-40.39;288
PB;João Pessoa;-7.115;-34.76;0
MG;João Pinheiro;-17.754;-46.17;588
SP;João Ramalho;-22.25;-50.77;450
MG;Joaquim Felício;-17.756;-44.17;773
AL;Joaquim Gomes;-9.133;-35.75;0
PE;Joaquim Nabuco;-8.624;-35.5;0
PI;Joaquim Pires;-3.5;-42.2;85
PR;Joaquim Távora;-23.499;-49.9;607
PI;Joca Marques;-3.478;-42.43;58
RS;Jóia;-28.647;-54.12;0
SC;Joinville;-26.304;-48.75;141
MG;Jordânia;-15.9;-40.18;303
AC;Jordão;-9.434;-71.76;0
SC;José Boiteux;-26.958;-49.63;0
SP;José Bonifácio;-21.053;-49.69;417
RN;José da Penha;-6.317;-38.28;0
PI;José de Freitas;-4.756;-42.6;130
MG;José Gonçalves de Minas;-16.907;-42.6;814
MG;José Raydan;-18.219;-42.5;465
MA;Joselândia;-4.933;-44.68;107
MG;Josenópolis;-16.5;-42.5;790
GO;Joviânia;-17.755;-49.61;809
