UF;city;Lat;Long;height
CE;Saboeiro;-6.5;-39.91;358
MG;Sacramento;-19.756;-47.44;1042
RS;Sagrada Família;-27.751;-53.14;0
SP;Sagres;-21.756;-50.96;359
PE;Sairé;-8.328;-35.71;0
RS;Saldanha Marinho;-28.393;-53.09;0
SP;Sales;-21.341;-49.49;573
SP;Sales Oliveira;-20.757;-47.75;971
SP;Salesópolis;-23.5;-45.75;442
SC;Salete;-26.98;-50;0
PB;Salgadinho;-7.103;-36.75;0
PE;Salgadinho;-7.936;-35.63;0
SE;Salgado;-11.032;-37.48;0
PB;Salgado de São Félix;-7.357;-35.44;576
PR;Salgado Filho;-26.17;-53.36;0
PE;Salgueiro;-8.074;-39.12;443
MG;Salinas;-16.17;-42.29;2
BA;Salinas da Margarida;-12.756;-38.76;538
PA;Salinópolis;-0.614;-47.36;27
CE;Salitre;-7.285;-40.46;622
SP;Salmourão;-21.624;-50.76;403
PE;Saloá;-8.976;-36.69;0
SC;Saltinho;-26.609;-53.06;578
SP;Saltinho;-22.755;-47.68;574
SP;Salto;-23.251;-47.29;146
MG;Salto da Divisa;-16.003;-39.95;617
SP;Salto de Pirapora;-23.649;-47.6;0
MT;Salto do Céu;-15.13;-58.13;572
PR;Salto do Itararé;-23.601;-49.63;0
RS;Salto do Jacuí;-29.088;-53.21;486
PR;Salto do Lontra;-25.758;-53.31;422
SP;Salto Grande;-22.756;-49.99;0
SC;Salto Veloso;-26.905;-51.41;562
BA;Salvador;-12.971;-38.5;0
RS;Salvador das Missões;-28.126;-54.75;0
RS;Salvador do Sul;-29.438;-51.5;0
PA;Salvaterra;-0.755;-48.5;10
MA;Sambaíba;-7.14;-45.35;299
TO;Sampaio;-5.348;-47.76;110
RS;Sananduva;-27.95;-51.75;0
GO;Sanclerlândia;-16.198;-50.31;568
TO;Sandolândia;-12.5;-49.93;229
SP;Sandovalina;-22.456;-51.76;409
SC;Sangão;-28.638;-49.13;0
PE;Sanharó;-8.361;-36.6;0
SP;Santa Adélia;-21.243;-48.75;521
SP;Santa Albertina;-20.032;-50.73;366
PR;Santa Amélia;-23.266;-50.42;488
BA;Santa Bárbara;-11.958;-38.98;658
MG;Santa Bárbara;-19.959;-43.42;891
GO;Santa Bárbara de Goiás;-16.6;-49.69;761
MG;Santa Bárbara do Leste;-19.978;-42.14;24
MG;Santa Bárbara do Monte Verde;-21.959;-43.7;0
PA;Santa Bárbara do Pará;-1.224;-48.29;682
RS;Santa Bárbara do Sul;-28.358;-53.25;581
MG;Santa Bárbara do Tugúrio;-21.246;-43.6;245
SP;Santa Bárbara d'Oeste;-22.755;-47.41;813
SP;Santa Branca;-23.397;-45.76;775
BA;Santa Brígida;-9.754;-38.13;0
MT;Santa Carmem;-11.913;-55.23;0
PB;Santa Cecília;-7.754;-35.76;644
SC;Santa Cecília;-26.961;-50.43;0
PR;Santa Cecília do Pavão;-23.5;-50.78;0
RS;Santa Clara do Sul;-29.469;-52.09;0
SP;Santa Clara d'Oeste;-20.094;-50.93;323
PB;Santa Cruz;-6.5;-38.06;11
PE;Santa Cruz;-8.24;-40.33;0
RN;Santa Cruz;-6.229;-36.02;635
BA;Santa Cruz Cabrália;-16.278;-39.02;600
PE;Santa Cruz da Baixa Verde;-7.755;-38.15;251
SP;Santa Cruz da Conceição;-22.14;-47.45;689
SP;Santa Cruz da Esperança;-21.291;-47.43;717
BA;Santa Cruz da Vitória;-14.961;-39.75;912
SP;Santa Cruz das Palmeiras;-21.755;-47.25;353
GO;Santa Cruz de Goiás;-17.316;-48.48;807
MG;Santa Cruz de Minas;-21.12;-44.22;3
PR;Santa Cruz de Monte Castelo;-22.953;-53.3;0
MG;Santa Cruz de Salinas;-16.098;-41.75;419
PA;Santa Cruz do Arari;-0.663;-49.18;247
PE;Santa Cruz do Capibaribe;-7.958;-36.25;625
MG;Santa Cruz do Escalvado;-20.236;-42.75;0
PI;Santa Cruz do Piauí;-7.185;-41.77;212
SP;Santa Cruz do Rio Pardo;-22.756;-49.63;0
RS;Santa Cruz do Sul;-29.752;-52.43;487
PI;Santa Cruz dos Milagres;-5.755;-41.96;0
MG;Santa Efigênia de Minas;-18.755;-42.45;707
SP;Santa Ernestina;-21.463;-48.39;581
PR;Santa Fé;-23.038;-51.75;311
GO;Santa Fé de Goiás;-15.757;-51.11;638
MG;Santa Fé de Minas;-16.69;-45.41;211
TO;Santa Fé do Araguaia;-7.156;-48.7;364
SP;Santa Fé do Sul;-20.211;-50.93;460
PE;Santa Filomena;-8.125;-40.62;167
PI;Santa Filomena;-9.112;-45.92;627
MA;Santa Filomena do Maranhão;-5.5;-44.6;480
SP;Santa Gertrudes;-22.457;-47.5;640
MA;Santa Helena;-2.231;-45.3;598
PB;Santa Helena;-6.752;-38.64;303
PR;Santa Helena;-24.756;-54.33;12
SC;Santa Helena;-26.938;-53.62;280
GO;Santa Helena de Goiás;-17.755;-50.6;249
MG;Santa Helena de Minas;-16.983;-40.69;0
BA;Santa Inês;-13.292;-39.75;586
MA;Santa Inês;-3.667;-45.38;29
PB;Santa Inês;-7.621;-38.6;575
PR;Santa Inês;-22.638;-51.9;345
GO;Santa Isabel;-15.298;-49.43;330
SP;Santa Isabel;-23.316;-46.22;0
PR;Santa Isabel do Ivaí;-23.003;-53.2;0
PA;Santa Isabel do Pará;-1.299;-48.13;548
AM;Santa Isabel do Rio Negro;-0.414;-65.02;636
PR;Santa Izabel do Oeste;-25.755;-53.48;524
MG;Santa Juliana;-19.309;-47.5;1049
ES;Santa Leopoldina;-20.101;-40.5;186
PR;Santa Lúcia;-25.407;-53.6;397
SP;Santa Lúcia;-21.685;-48.08;714
PI;Santa Luz;-8.954;-44.13;0
BA;Santa Luzia;-15.429;-39.33;0
MA;Santa Luzia;-3.963;-45.66;30
MG;Santa Luzia;-19.757;-43.76;33
PB;Santa Luzia;-6.756;-36.92;0
SE;Santa Luzia do Itanhy;-11.351;-37.45;108
AL;Santa Luzia do Norte;-9.603;-35.75;85
PA;Santa Luzia do Pará;-1.5;-46.76;701
MA;Santa Luzia do Paruá;-2.5;-45.78;0
RO;Santa Luzia d'Oeste;-11.908;-61.78;373
MG;Santa Margarida;-20.384;-42.25;860
RN;Santa Maria;-5.755;-35.7;403
RS;Santa Maria;-29.684;-53.75;519
PE;Santa Maria da Boa Vista;-8.755;-39.75;737
SP;Santa Maria da Serra;-22.6;-48.13;199
BA;Santa Maria da Vitória;-13.395;-44.19;628
PA;Santa Maria das Barreiras;-8.756;-49.71;849
MG;Santa Maria de Itabira;-19.449;-43.11;0
ES;Santa Maria de Jetibá;-20.041;-40.75;0
PE;Santa Maria do Cambucá;-7.755;-35.76;936
RS;Santa Maria do Herval;-29.498;-50.99;32
PR;Santa Maria do Oeste;-24.939;-51.76;503
PA;Santa Maria do Pará;-1.35;-47.6;504
MG;Santa Maria do Salto;-16.249;-40.15;242
MG;Santa Maria do Suaçuí;-18.19;-42.41;224
TO;Santa Maria do Tocantins;-8.76;-47.79;405
RJ;Santa Maria Madalena;-21.955;-42.01;0
PR;Santa Mariana;-23.151;-50.5;0
SP;Santa Mercedes;-21.351;-51.76;349
PR;Santa Mônica;-23.108;-53.11;374
CE;Santa Quitéria;-4.332;-40.16;98
MA;Santa Quitéria do Maranhão;-3.5;-42.5;221
MA;Santa Rita;-3.144;-44.33;1258
PB;Santa Rita;-7.114;-34.98;443
MG;Santa Rita de Caldas;-22.029;-46.34;1120
BA;Santa Rita de Cássia;-11.009;-44.5;730
MG;Santa Rita de Ibitipoca;-21.6;-43.91;707
MG;Santa Rita de Jacutinga;-22.149;-44.1;738
MG;Santa Rita de Minas;-19.756;-42.13;211
GO;Santa Rita do Araguaia;-17.326;-53.26;569
MG;Santa Rita do Itueto;-19.36;-41.38;392
GO;Santa Rita do Novo Destino;-15.135;-49.12;747
MS;Santa Rita do Pardo;-21.303;-52.75;942
SP;Santa Rita do Passa Quatro;-21.751;-47.48;218
MG;Santa Rita do Sapucaí;-22.252;-45.7;404
TO;Santa Rita do Tocantins;-10.756;-48.91;21
SP;Santa Rita d'Oeste;-20.144;-50.75;0
RS;Santa Rosa;-27.756;-54.48;926
MG;Santa Rosa da Serra;-19.5;-45.97;777
GO;Santa Rosa de Goiás;-16.085;-49.49;0
SC;Santa Rosa de Lima;-28.039;-49.13;0
SE;Santa Rosa de Lima;-10.646;-37.19;759
SP;Santa Rosa de Viterbo;-21.473;-47.36;265
PI;Santa Rosa do Piauí;-6.76;-42.29;0
AC;Santa Rosa do Purus;-9.433;-70.49;0
SC;Santa Rosa do Sul;-29.136;-49.7;270
TO;Santa Rosa do Tocantins;-11.449;-48.12;0
SP;Santa Salete;-20.245;-50.69;403
ES;Santa Teresa;-19.936;-40.6;370
BA;Santa Teresinha;-12.757;-39.5;253
PB;Santa Teresinha;-7.039;-37.45;0
RS;Santa Tereza;-29.126;-51.74;357
GO;Santa Tereza de Goiás;-13.751;-49.02;689
PR;Santa Tereza do Oeste;-25.052;-53.63;299
TO;Santa Tereza do Tocantins;-10.282;-47.75;0
MT;Santa Terezinha;-10.47;-50.5;348
PE;Santa Terezinha;-7.378;-37.48;255
SC;Santa Terezinha;-26.758;-50.01;591
GO;Santa Terezinha de Goiás;-14.438;-49.71;330
PR;Santa Terezinha de Itaipu;-25.362;-54.49;237
SC;Santa Terezinha do Progresso;-26.619;-53.25;0
TO;Santa Terezinha do Tocantins;-6.434;-47.67;0
MG;Santa Vitória;-18.755;-50.12;0
RS;Santa Vitória do Palmar;-33.5;-53.37;457
BA;Santaluz;-11.256;-39.37;359
AP;Santana;-0.058;-51.18;0
BA;Santana;-12.983;-44.05;409
RS;Santana da Boa Vista;-30.756;-53.12;818
SP;Santana da Ponte Pensa;-20.253;-50.8;273
MG;Santana da Vargem;-21.249;-45.5;0
MG;Santana de Cataguases;-21.287;-42.6;740
PB;Santana de Mangueira;-7.6;-38.33;692
SP;Santana de Parnaíba;-23.444;-46.92;108
MG;Santana de Pirapama;-19.006;-44.04;208
CE;Santana do Acaraú;-3.461;-40.21;503
PA;Santana do Araguaia;-9.297;-50.1;389
CE;Santana do Cariri;-7.188;-39.74;1083
MG;Santana do Deserto;-21.95;-43.13;0
MG;Santana do Garambéu;-21.601;-44.1;524
AL;Santana do Ipanema;-9.378;-37.25;817
PR;Santana do Itararé;-23.756;-49.63;0
MG;Santana do Jacaré;-20.756;-45.13;609
RS;Santana do Livramento;-30.756;-55.5;90
MG;Santana do Manhuaçu;-20.108;-41.93;0
MA;Santana do Maranhão;-3.116;-42.41;0
RN;Santana do Matos;-5.958;-36.66;287
AL;Santana do Mundaú;-9.126;-36.22;372
MG;Santana do Paraíso;-19.364;-42.6;1186
PI;Santana do Piauí;-6.948;-41.5;0
MG;Santana do Riacho;-19.126;-43.71;0
SE;Santana do São Francisco;-10.291;-36.61;0
RN;Santana do Seridó;-6.757;-36.73;742
PB;Santana dos Garrotes;-7.384;-37.99;29
MG;Santana dos Montes;-20.759;-43.69;479
BA;Santanópolis;-12.017;-38.76;214
PA;Santarém;-2.443;-54.71;31
PB;Santarém;-6.49;-38.48;0
PA;Santarém Novo;-0.929;-47.4;0
RS;Santiago;-29.192;-54.76;0
SC;Santiago do Sul;-26.639;-52.68;0
MT;Santo Afonso;-14.498;-57;0
BA;Santo Amaro;-12.5;-38.71;0
SC;Santo Amaro da Imperatriz;-27.688;-48.78;0
SE;Santo Amaro das Brotas;-10.759;-37.05;19
MA;Santo Amaro do Maranhão;-2.5;-43.25;49
SP;Santo Anastácio;-21.755;-51.61;404
PB;Santo André;-7.218;-36.63;0
SP;Santo André;-23.664;-46.5;770
RS;Santo Ângelo;-28.299;-54.26;0
RN;Santo Antônio;-6.311;-35.48;771
SP;Santo Antônio da Alegria;-21.087;-47.15;599
GO;Santo Antônio da Barra;-17.6;-50.63;0
RS;Santo Antônio da Patrulha;-29.755;-50.5;467
PR;Santo Antônio da Platina;-23.295;-50.08;0
RS;Santo Antônio das Missões;-28.5;-55.23;757
GO;Santo Antônio de Goiás;-16.484;-49.31;138
BA;Santo Antônio de Jesus;-12.969;-39.26;284
PI;Santo Antônio de Lisboa;-6.981;-41.23;94
RJ;Santo Antônio de Pádua;-21.5;-42.18;639
SP;Santo Antônio de Posse;-22.606;-46.92;968
MG;Santo Antônio do Amparo;-20.946;-44.92;353
SP;Santo Antônio do Aracanguá;-20.937;-50.5;676
MG;Santo Antônio do Aventureiro;-21.756;-42.75;361
PR;Santo Antônio do Caiuá;-22.753;-52.34;865
GO;Santo Antônio do Descoberto;-15.94;-48.26;473
MG;Santo Antônio do Grama;-20.314;-42.61;0
AM;Santo Antônio do Içá;-3.102;-67.94;697
MG;Santo Antônio do Itambé;-18.466;-43.31;561
MG;Santo Antônio do Jacinto;-16.5;-40.18;855
SP;Santo Antônio do Jardim;-22.193;-46.75;0
MT;Santo Antônio do Leverger;-15.756;-56.08;919
MG;Santo Antônio do Monte;-20.087;-45.29;0
RS;Santo Antônio do Palma;-28.497;-52.02;776
PR;Santo Antônio do Paraíso;-23.494;-50.65;1040
SP;Santo Antônio do Pinhal;-22.755;-45.66;0
RS;Santo Antônio do Planalto;-28.396;-52.69;831
MG;Santo Antônio do Retiro;-15.339;-42.62;606
MG;Santo Antônio do Rio Abaixo;-19.228;-43.25;538
PR;Santo Antônio do Sudoeste;-26.074;-53.73;13
PA;Santo Antônio do Tauá;-1.152;-48.13;61
MA;Santo Antônio dos Lopes;-4.756;-44.37;253
PI;Santo Antônio dos Milagres;-6.047;-42.71;0
RS;Santo Augusto;-27.756;-53.78;0
RS;Santo Cristo;-27.755;-54.66;0
BA;Santo Estêvão;-12.43;-39.25;235
SP;Santo Expedito;-21.756;-51.39;0
RS;Santo Expedito do Sul;-27.908;-51.64;343
MG;Santo Hipólito;-18.297;-44.22;599
PR;Santo Inácio;-22.698;-51.79;260
PI;Santo Inácio do Piauí;-7.43;-41.91;328
SP;Santópolis do Aguapeí;-21.638;-50.5;405
SP;Santos;-23.961;-46.33;907
MG;Santos Dumont;-21.457;-43.6;161
CE;São Benedito;-4.049;-40.76;43
MA;São Benedito do Rio Preto;-3.334;-43.5;0
PE;São Benedito do Sul;-8.755;-35.95;772
MA;São Bento;-2.696;-44.75;949
PB;São Bento;-6.486;-37.45;0
MG;São Bento Abade;-21.6;-45.08;0
PB;São Bento de Pombal;-6.901;-37.73;955
RN;São Bento do Norte;-5.066;-36.04;831
SP;São Bento do Sapucaí;-22.689;-45.73;145
SC;São Bento do Sul;-26.25;-49.38;0
TO;São Bento do Tocantins;-6.02;-47.9;0
RN;São Bento do Trairi;-6.342;-36.09;17
PE;São Bento do Una;-8.5;-36.44;0
SC;São Bernardino;-26.47;-52.96;702
MA;São Bernardo;-3.361;-42.42;750
SP;São Bernardo do Campo;-23.694;-46.6;85
SC;São Bonifácio;-27.901;-48.93;0
RS;São Borja;-28.661;-56;0
AL;São Brás;-10.128;-36.9;966
MG;São Brás do Suaçuí;-20.625;-43.95;0
PI;São Braz do Piauí;-9.222;-43.01;650
PA;São Caetano de Odivelas;-0.755;-48.02;0
SP;São Caetano do Sul;-23.623;-46.6;798
PE;São Caitano;-8.326;-36.14;0
SC;São Carlos;-27.078;-53;361
SP;São Carlos;-22.018;-47.76;0
PR;São Carlos do Ivaí;-23.315;-52.48;744
SE;São Cristóvão;-11.015;-37.26;0
SC;São Cristovão do Sul;-27.267;-50.44;0
BA;São Desidério;-12.363;-44.97;726
BA;São Domingos;-11.466;-39.5;801
GO;São Domingos;-13.398;-46.32;0
SC;São Domingos;-26.6;-52.5;177
SE;São Domingos;-10.759;-37.6;430
MG;São Domingos das Dores;-19.5;-42.01;26
PB;São Domingos de Pombal;-6.755;-37.94;0
PA;São Domingos do Araguaia;-5.5;-48.73;198
MA;São Domingos do Azeitão;-6.755;-44.64;111
PA;São Domingos do Capim;-1.674;-47.77;862
PB;São Domingos do Cariri;-7.636;-36.43;0
MA;São Domingos do Maranhão;-5.6;-44.39;286
ES;São Domingos do Norte;-19.144;-40.62;525
MG;São Domingos do Prata;-19.756;-42.97;695
RS;São Domingos do Sul;-28.5;-51.76;0
BA;São Felipe;-12.755;-39.09;0
RO;São Felipe d'Oeste;-11.903;-61.5;206
BA;São Félix;-12.605;-38.97;313
MA;São Félix de Balsas;-7.083;-44.75;634
MG;São Félix de Minas;-18.6;-41.49;349
MT;São Félix do Araguaia;-11.617;-50.67;747
BA;São Félix do Coribe;-13.401;-44.19;123
PI;São Félix do Piauí;-5.933;-42.11;420
TO;São Félix do Tocantins;-10.126;-46.66;256
PA;São Félix do Xingu;-6.645;-52;177
RN;São Fernando;-6.376;-37.18;0
RJ;São Fidélis;-21.646;-41.75;95
MG;São Francisco;-15.949;-44.76;387
PB;São Francisco;-6.619;-38.09;0
SE;São Francisco;-10.333;-36.76;721
SP;São Francisco;-20.359;-50.7;31
RS;São Francisco de Assis;-29.6;-55.13;937
PI;São Francisco de Assis do Piauí;-8.238;-41.69;0
GO;São Francisco de Goiás;-15.931;-49.26;498
RJ;São Francisco de Itabapoana;-21.302;-40.96;277
MG;São Francisco de Paula;-20.751;-44.99;3
RS;São Francisco de Paula;-29.448;-50.6;760
MG;São Francisco de Sales;-19.756;-49.77;0
MA;São Francisco do Brejão;-5.123;-47.39;209
BA;São Francisco do Conde;-12.628;-38.68;0
MG;São Francisco do Glória;-20.759;-42.27;53
RO;São Francisco do Guaporé;-12.052;-63.6;237
MA;São Francisco do Maranhão;-6.251;-42.76;6
RN;São Francisco do Oeste;-5.975;-38.15;465
PA;São Francisco do Pará;-1.126;-47.8;0
PI;São Francisco do Piauí;-7.251;-42.5;0
SC;São Francisco do Sul;-26.243;-48.64;384
BA;São Gabriel;-11.229;-41.91;0
RS;São Gabriel;-30.336;-54.32;174
AM;São Gabriel da Cachoeira;-0.13;-67.09;716
ES;São Gabriel da Palha;-19.018;-40.5;790
MS;São Gabriel do Oeste;-19.395;-54.6;0
MG;São Geraldo;-20.923;-42.75;316
MG;São Geraldo da Piedade;-18.755;-42.29;187
PA;São Geraldo do Araguaia;-6.401;-48.6;204
MG;São Geraldo do Baixio;-18.9;-41.36;399
RJ;São Gonçalo;-22.755;-43.05;728
MG;São Gonçalo do Abaeté;-18.338;-45.75;43
CE;São Gonçalo do Amarante;-3.607;-38.97;0
RN;São Gonçalo do Amarante;-5.759;-35.33;488
PI;São Gonçalo do Gurguéia;-10.03;-45.3;737
MG;São Gonçalo do Pará;-19.983;-44.76;249
PI;São Gonçalo do Piauí;-5.993;-42.7;636
MG;São Gonçalo do Rio Abaixo;-19.755;-43.36;857
MG;São Gonçalo do Rio Preto;-18.004;-43.39;859
MG;São Gonçalo do Sapucaí;-21.756;-45.6;225
BA;São Gonçalo dos Campos;-12.433;-38.97;20
MG;São Gotardo;-19.311;-46.05;994
RS;São Jerônimo;-29.959;-51.72;853
PR;São Jerônimo da Serra;-23.753;-50.74;0
PE;São João;-8.756;-36.37;724
PR;São João;-25.755;-52.73;3
MA;São João Batista;-2.955;-44.75;0
SC;São João Batista;-27.276;-48.75;0
MG;São João Batista do Glória;-20.641;-46.5;4
RR;São João da Baliza;0.951;-59.91;754
RJ;São João da Barra;-21.64;-41.05;496
SP;São João da Boa Vista;-21.969;-46.8;173
PI;São João da Canabrava;-6.755;-41.34;831
PI;São João da Fronteira;-3.956;-41.26;882
MG;São João da Lagoa;-16.756;-44.35;632
MG;São João da Mata;-21.93;-45.93;31
GO;São João da Paraúna;-16.755;-50.41;621
PA;São João da Ponta;-0.755;-47.92;157
MG;São João da Ponte;-15.929;-44.01;0
PI;São João da Serra;-5.5;-41.76;292
RS;São João da Urtiga;-27.755;-51.75;1047
PI;São João da Varjota;-6.413;-41.76;413
GO;São João d'Aliança;-14.751;-47.5;723
SP;São João das Duas Pontes;-20.389;-50.38;414
MG;São João das Missões;-14.756;-44.09;51
SP;São João de Iracema;-20.5;-50.35;17
RJ;São João de Meriti;-22.755;-43.37;1034
PA;São João de Pirabas;-0.757;-47.18;104
MG;São João del Rei;-21.136;-44.26;99
PA;São João do Araguaia;-5.358;-48.79;389
PI;São João do Arraial;-3.755;-42.45;0
PR;São João do Caiuá;-22.756;-52.34;65
PB;São João do Cariri;-7.391;-36.5;51
MA;São João do Carú;-3.6;-46.26;436
SC;São João do Itaperiú;-26.618;-48.77;0
PR;São João do Ivaí;-23.98;-51.75;842
CE;São João do Jaguaribe;-5.271;-38.27;238
MG;São João do Manhuaçu;-20.394;-42.15;0
MG;São João do Manteninha;-18.752;-41.13;235
SC;São João do Oeste;-27.098;-53.6;677
MG;São João do Oriente;-19.339;-42.16;335
MG;São João do Pacuí;-16.5;-44.5;855
MA;São João do Paraíso;-6.461;-47.06;335
MG;São João do Paraíso;-15.314;-42.01;241
SP;São João do Pau d'Alho;-21.268;-51.67;0
PI;São João do Piauí;-8.358;-42.25;0
RS;São João do Polêsine;-29.614;-53.45;0
PB;São João do Rio do Peixe;-6.753;-38.45;152
RN;São João do Sabugi;-6.752;-37.25;0
MA;São João do Soter;-5.114;-43.75;0
SC;São João do Sul;-29.223;-49.75;792
PB;São João do Tigre;-8.079;-36.75;351
PR;São João do Triunfo;-25.683;-50.3;670
MA;São João dos Patos;-6.495;-43.7;413
MG;São João Evangelista;-18.5;-42.76;0
MG;São João Nepomuceno;-21.5;-43.01;636
SC;São Joaquim;-28.294;-49.93;683
SP;São Joaquim da Barra;-20.6;-47.76;766
MG;São Joaquim de Bicas;-20.049;-44.27;0
PE;São Joaquim do Monte;-8.433;-35.75;0
RS;São Jorge;-28.5;-51.7;413
PR;São Jorge do Ivaí;-23.433;-52.29;232
PR;São Jorge do Patrocínio;-23.756;-53.76;503
PR;São Jorge d'Oeste;-25.751;-52.92;0
SC;São José;-27.615;-48.63;766
MG;São José da Barra;-20.752;-46.31;710
SP;São José da Bela Vista;-20.6;-47.64;579
PR;São José da Boa Vista;-23.916;-49.65;0
PE;São José da Coroa Grande;-8.756;-35.15;0
PB;São José da Lagoa Tapada;-6.941;-38.13;0
AL;São José da Laje;-9.01;-36.06;737
MG;São José da Lapa;-19.751;-43.62;438
MG;São José da Safira;-18.324;-42.14;0
AL;São José da Tapera;-9.6;-37.38;782
MG;São José da Varginha;-19.751;-44.6;184
BA;São José da Vitória;-15.084;-39.34;0
RS;São José das Missões;-27.758;-53.12;356
PR;São José das Palmeiras;-24.755;-54.06;0
PB;São José de Caiana;-7.249;-38.3;0
PB;São José de Espinharas;-6.755;-37.33;0
RN;São José de Mipibu;-6.075;-35.24;0
PB;São José de Piranhas;-7.121;-38.5;0
PB;São José de Princesa;-7.754;-38.09;0
MA;São José de Ribamar;-2.6;-44.05;128
RJ;São José de Ubá;-21.358;-41.94;847
MG;São José do Alegre;-22.329;-45.5;1442
SP;São José do Barreiro;-22.645;-44.6;469
PE;São José do Belmonte;-7.756;-38.76;0
PB;São José do Bonfim;-7.125;-37.31;0
PB;São José do Brejo do Cruz;-6.213;-37.35;398
ES;São José do Calçado;-21.025;-41.65;0
RN;São José do Campestre;-6.316;-35.71;695
SC;São José do Cedro;-26.455;-53.49;0
SC;São José do Cerrito;-27.663;-50.6;297
MG;São José do Divino;-18.479;-41.39;32
PI;São José do Divino;-3.755;-41.75;0
PE;São José do Egito;-7.479;-37.27;281
MG;São José do Goiabal;-19.929;-42.71;0
RS;São José do Herval;-29.044;-52.3;0
RS;São José do Hortêncio;-29.5;-51.25;0
RS;São José do Inhacorá;-27.752;-54.13;370
BA;São José do Jacuípe;-11.5;-40.02;620
MG;São José do Jacuri;-18.275;-42.67;502
MG;São José do Mantimento;-20.005;-41.74;0
RS;São José do Norte;-32.015;-52.04;0
RS;São José do Ouro;-27.757;-51.6;221
PI;São José do Peixe;-7.494;-42.6;563
PI;São José do Piauí;-6.756;-41.48;274
MT;São José do Povo;-16.465;-54.25;0
MT;São José do Rio Claro;-13.447;-56.72;758
SP;São José do Rio Pardo;-21.6;-46.76;513
SP;São José do Rio Preto;-20.755;-49.38;0
PB;São José do Sabugi;-6.758;-36.8;0
RN;São José do Seridó;-6.449;-36.76;685
RJ;São José do Vale do Rio Preto;-22.151;-42.92;322
MT;São José do Xingu;-10.755;-52.74;0
RS;São José dos Ausentes;-28.755;-50.07;99
MA;São José dos Basílios;-5.051;-44.6;599
SP;São José dos Campos;-23.179;-45.76;0
PB;São José dos Cordeiros;-7.391;-36.75;933
PR;São José dos Pinhais;-25.5;-49.26;0
MT;São José dos Quatro Marcos;-15.621;-58.18;0
PB;São José dos Ramos;-7.251;-35.38;0
PI;São Julião;-7.085;-40.75;377
RS;São Leopoldo;-29.756;-51.15;0
MG;São Lourenço;-22.116;-45.05;0
PE;São Lourenço da Mata;-8.002;-35.02;744
SP;São Lourenço da Serra;-23.756;-46.94;342
PI;São Lourenço do Piauí;-9.126;-42.5;0
RS;São Lourenço do Sul;-31.365;-51.98;0
SC;São Lourenço d'Oeste;-26.359;-52.76;884
SC;São Ludgero;-28.326;-49.18;0
MA;São Luís;-2.5;-44.3;484
GO;São Luís de Montes Belos;-16.5;-50.37;56
CE;São Luís do Curu;-3.67;-39.24;872
SP;São Luís do Paraitinga;-23.222;-45.31;394
PI;São Luis do Piauí;-6.755;-41.32;0
AL;São Luís do Quitunde;-9.318;-35.6;54
MA;São Luís Gonzaga do Maranhão;-4.392;-44.65;35
RR;São Luiz;1.008;-60.02;547
GO;São Luiz do Norte;-14.756;-49.33;0
RS;São Luiz Gonzaga;-28.408;-54.96;0
PB;São Mamede;-6.927;-37.1;0
PR;São Manoel do Paraná;-23.403;-52.64;365
SP;São Manuel;-22.753;-48.6;715
RS;São Marcos;-28.971;-51.07;0
RS;São Martinho;-27.751;-53.97;0
SC;São Martinho;-28.125;-48.98;0
RS;São Martinho da Serra;-29.5;-53.76;0
ES;São Mateus;-18.752;-39.76;24
MA;São Mateus do Maranhão;-4.042;-44.48;785
PR;São Mateus do Sul;-25.756;-50.38;71
RN;São Miguel;-6.212;-38.5;667
SP;São Miguel Arcanjo;-23.756;-48;197
PI;São Miguel da Baixa Grande;-5.756;-42.19;0
SC;São Miguel da Boa Vista;-26.69;-53.25;320
BA;São Miguel das Matas;-13.048;-39.46;0
RS;São Miguel das Missões;-28.6;-54.6;0
PB;São Miguel de Taipu;-7.25;-35.26;0
RN;São Miguel de Touros;-5.125;-35.64;0
SE;São Miguel do Aleixo;-10.388;-37.38;709
MG;São Miguel do Anta;-20.751;-42.72;271
GO;São Miguel do Araguaia;-13.275;-50.13;170
PI;São Miguel do Fidalgo;-7.6;-42.37;27
PA;São Miguel do Guamá;-1.627;-47.48;0
RO;São Miguel do Guaporé;-11.694;-62.71;297
PR;São Miguel do Iguaçu;-25.348;-54.24;973
GO;São Miguel do Passa Quatro;-17.059;-48.66;405
PI;São Miguel do Tapuio;-5.5;-41.32;152
TO;São Miguel do Tocantins;-5.6;-47.6;0
SC;São Miguel d'Oeste;-26.753;-53.5;0
AL;São Miguel dos Campos;-9.758;-36.09;0
AL;São Miguel dos Milagres;-9.266;-35.37;0
RS;São Nicolau;-28.183;-55.27;0
GO;São Patrício;-15.35;-49.75;574
SP;São Paulo;-23.5;-46.64;0
RS;São Paulo das Missões;-28.021;-54.94;0
AM;São Paulo de Olivença;-3.378;-68.76;0
RN;São Paulo do Potengi;-5.756;-35.76;771
RN;São Pedro;-5.756;-35.63;134
SP;São Pedro;-22.5;-47.91;19
MA;São Pedro da Água Branca;-5.085;-48.43;0
RJ;São Pedro da Aldeia;-22.755;-42.1;0
MT;São Pedro da Cipa;-16.001;-54.92;1030
RS;São Pedro da Serra;-29.421;-51.5;0
MG;São Pedro da União;-21.127;-46.62;0
SC;São Pedro de Alcântara;-27.6;-48.75;513
RS;São Pedro do Butiá;-28.124;-54.76;382
